parameters: n=7 l=3 k=1 p=5 q=3 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 2 | 32 | 2 | ((48*x)/8)=12 | 48 x * 8 / 12 = | 48:book x:dozen *:book 8:mike /:book 12:book =:book
EXPR: 0 | POS | INT | 17 | 32 | 72 | x=((12/8)*48) | x 12 8 / 48 * = | x:dozen 12:dozen 8:mike /:dozen 48:book *:dozen =:dozen
EXPR: 1 | POS | INT | 17 | 32 | 32 | 8=((12*x)/48) | 8 12 x * 48 / = | 8:mike 12:book x:mike *:mike 48:book /:mike =:mike
EXPR: 0 | POS | INT | 17 | 32 | 2 | 12=((48/8)*x) | 12 48 8 / x * = | 12:dozen 48:book 8:mike /:book x:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 32 | 2 | ((x/12)*48)=8 | x 12 / 48 * 8 = | x:dozen 12:book /:dozen 48:book *:dozen 8:dozen =:dozen
EXPR: 1 | POS | INT | 17 | 32 | 32 | 8=((x*12)/48) | 8 x 12 * 48 / = | 8:mike x:mike 12:book *:mike 48:book /:mike =:mike
EXPR: 1 | POS | INT | 17 | 32 | 32 | ((x*12)/48)=8 | x 12 * 48 / 8 = | x:dozen 12:book *:dozen 48:book /:dozen 8:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 32 | 72 | 8=(12*(48/x)) | 8 12 48 x / * = | 8:mike 12:book 48:mike x:dozen /:mike *:mike =:mike
EXPR: 0 | POS | INT | 17 | 32 | 6 | 12=((48/8)+x) | 12 48 8 / x + = | 12:book 48:book 8:mike /:book x:book +:book =:book
EXPR: 0 | POS | INT | 17 | 32 | 12 | 8=(12-(48/x)) | 8 12 48 x / - = | 8:book 12:book 48:book x:dozen /:book -:book =:book
EXPR: 1 | POS | INT | 17 | 32 | 32 | 8=((x*12)/48) | 8 x 12 * 48 / = | 8:mike x:dozen 12:mike *:mike 48:book /:mike =:mike
EXPR: 1 | POS | INT | 17 | 32 | 32 | 8=(12*(x/48)) | 8 12 x 48 / * = | 8:dozen 12:book x:dozen 48:book /:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 32 | 2 | 8=((x/12)*48) | 8 x 12 / 48 * = | 8:mike x:dozen 12:book /:dozen 48:mike *:mike =:mike
EXPR: 0 | POS | INT | 17 | 32 | 72 | (12*(48/x))=8 | 12 48 x / * 8 = | 12:mike 48:book x:dozen /:book *:mike 8:mike =:mike
EXPR: 0 | POS | INT | 17 | 32 | 72 | ((12/x)*48)=8 | 12 x / 48 * 8 = | 12:book x:dozen /:book 48:mike *:mike 8:mike =:mike
EXPR: 0 | POS | INT | 17 | 32 | 72 | (x*(8/12))=48 | x 8 12 / * 48 = | x:dozen 8:mike 12:book /:mike *:dozen 48:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 32 | 2 | 12=((x*48)/8) | 12 x 48 * 8 / = | 12:dozen x:dozen 48:book *:dozen 8:mike /:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 32 | 72 | ((8*x)/12)=48 | 8 x * 12 / 48 = | 8:mike x:dozen *:mike 12:book /:mike 48:mike =:mike
EXPR: 0 | POS | INT | 17 | 32 | 72 | 12=((x/48)*8) | 12 x 48 / 8 * = | 12:dozen x:dozen 48:book /:dozen 8:mike *:dozen =:dozen
EXPR: 1 | POS | INT | 17 | 32 | 32 | 8=((x*12)/48) | 8 x 12 * 48 / = | 8:dozen x:dozen 12:book *:dozen 48:book /:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 32 | 2 | 12=((48/8)*x) | 12 48 8 / x * = | 12:book 48:book 8:dozen /:book x:dozen *:book =:book
EXPR: 0 | POS | INT | 17 | 32 | 480 | ((x/8)-12)=48 | x 8 / 12 - 48 = | x:book 8:mike /:book 12:book -:book 48:book =:book
EXPR: 0 | POS | INT | 17 | 32 | 72 | (x*(8/12))=48 | x 8 12 / * 48 = | x:dozen 8:mike 12:book /:mike *:mike 48:mike =:mike
EXPR: 1 | POS | INT | 17 | 32 | 32 | 12=(48*(8/x)) | 12 48 8 x / * = | 12:mike 48:book 8:mike x:dozen /:mike *:mike =:mike
EXPR: 0 | POS | INT | 17 | 32 | 4608 | 12=(x/(48*8)) | 12 x 48 8 * / = | 12:dozen x:dozen 48:book 8:mike *:mike /:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 32 | 4608 | (x/(8*12))=48 | x 8 12 * / 48 = | x:book 8:mike 12:book *:mike /:book 48:book =:book
EXPR: 0 | POS | INT | 17 | 32 | 4608 | 12=(x/(48*8)) | 12 x 48 8 * / = | 12:dozen x:dozen 48:book 8:mike *:book /:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 32 | 2 | 12=((48*x)/8) | 12 48 x * 8 / = | 12:dozen 48:book x:dozen *:dozen 8:mike /:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 32 | 2 | x=(12*(8/48)) | x 12 8 48 / * = | x:dozen 12:dozen 8:mike 48:book /:mike *:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 32 | 4 | 12=(48/(8-x)) | 12 48 8 x - / = | 12:book 48:book 8:mike x:mike -:mike /:book =:book
EXPR: 0 | POS | INT | 17 | 32 | 72 | (8*(x/12))=48 | 8 x 12 / * 48 = | 8:mike x:dozen 12:book /:dozen *:mike 48:mike =:mike
EXPR: 0 | POS | INT | 17 | 32 | 72 | 12=((x/48)*8) | 12 x 48 / 8 * = | 12:mike x:dozen 48:book /:dozen 8:mike *:mike =:mike
EXPR: 1 | POS | INT | 17 | 32 | 32 | 12=((48*8)/x) | 12 48 8 * x / = | 12:mike 48:book 8:mike *:mike x:dozen /:mike =:mike
EXPR: 0 | POS | INT | 17 | 32 | 2 | 8=((x/12)*48) | 8 x 12 / 48 * = | 8:mike x:mike 12:book /:mike 48:book *:mike =:mike
EXPR: 0 | POS | INT | 17 | 32 | 2 | 12=(x*(48/8)) | 12 x 48 8 / * = | 12:book x:mike 48:book 8:mike /:book *:book =:book
EXPR: 0 | POS | INT | 17 | 32 | 2 | 12=(48*(x/8)) | 12 48 x 8 / * = | 12:dozen 48:book x:dozen 8:mike /:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 32 | 288 | ((x/8)+12)=48 | x 8 / 12 + 48 = | x:book 8:mike /:book 12:book +:book 48:book =:book
EXPR: 1 | POS | INT | 17 | 32 | 32 | 12=((48/x)*8) | 12 48 x / 8 * = | 12:book 48:book x:dozen /:book 8:dozen *:book =:book
EXPR: 0 | POS | INT | 17 | 32 | 2 | 12=((48*x)/8) | 12 48 x * 8 / = | 12:book 48:book x:dozen *:book 8:dozen /:book =:book
EXPR: 1 | POS | INT | 17 | 32 | 32 | (x*(12/48))=8 | x 12 48 / * 8 = | x:dozen 12:mike 48:book /:mike *:mike 8:mike =:mike
EXPR: 1 | POS | INT | 17 | 32 | 32 | ((x*12)/48)=8 | x 12 * 48 / 8 = | x:dozen 12:mike *:mike 48:book /:mike 8:mike =:mike
EXPR: 0 | POS | INT | 17 | 32 | 72 | ((12/8)*48)=x | 12 8 / 48 * x = | 12:dozen 8:mike /:dozen 48:book *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 32 | 2 | (12*(8/48))=x | 12 8 48 / * x = | 12:book 8:mike 48:book /:mike *:book x:book =:book
EXPR: 0 | POS | INT | 17 | 32 | 2 | 12=(x*(48/8)) | 12 x 48 8 / * = | 12:dozen x:dozen 48:book 8:mike /:book *:dozen =:dozen
EXPR: 1 | POS | INT | 17 | 32 | 32 | ((x/8)*12)=48 | x 8 / 12 * 48 = | x:dozen 8:mike /:dozen 12:book *:dozen 48:dozen =:dozen
EXPR: 1 | POS | INT | 17 | 32 | 32 | 8=((12*x)/48) | 8 12 x * 48 / = | 8:mike 12:mike x:dozen *:mike 48:book /:mike =:mike
EXPR: 0 | POS | INT | 17 | 32 | 72 | x=((12/8)*48) | x 12 8 / 48 * = | x:dozen 12:book 8:mike /:book 48:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 32 | 72 | ((x*8)/12)=48 | x 8 * 12 / 48 = | x:dozen 8:mike *:dozen 12:book /:dozen 48:dozen =:dozen
EXPR: 1 | POS | INT | 17 | 32 | 32 | 8=((12/48)*x) | 8 12 48 / x * = | 8:mike 12:mike 48:book /:mike x:dozen *:mike =:mike
EXPR: 0 | POS | INT | 17 | 32 | 2 | 12=((48*x)/8) | 12 48 x * 8 / = | 12:book 48:book x:mike *:book 8:mike /:book =:book
EXPR: 0 | POS | INT | 17 | 32 | 6 | 12=(x+(48/8)) | 12 x 48 8 / + = | 12:book x:book 48:book 8:mike /:book +:book =:book
EXPR: 0 | POS | INT | 17 | 32 | 18 | 12=(x-(48/8)) | 12 x 48 8 / - = | 12:book x:book 48:book 8:mike /:book -:book =:book
EXPR: 0 | POS | INT | 17 | 32 | 2 | ((x/12)*48)=8 | x 12 / 48 * 8 = | x:dozen 12:book /:dozen 48:mike *:mike 8:mike =:mike
EXPR: 0 | POS | INT | 18 | 32 | 72 | x=((12/8)*48) | x 12 8 / 48 * = | x:dozen 12:dozen 8:mike /:dozen 48:book *:dozen =:dozen
EXPR: 0 | POS | INT | 18 | 32 | 2 | x=(12*(8/48)) | x 12 8 48 / * = | x:dozen 12:dozen 8:mike 48:book /:mike *:dozen =:dozen
EXPR: 0 | POS | INT | 18 | 32 | 2 | (12*(8/48))=x | 12 8 48 / * x = | 12:book 8:mike 48:book /:mike *:book x:book =:book
EXPR: 0 | POS | INT | 18 | 32 | 72 | x=((12/8)*48) | x 12 8 / 48 * = | x:dozen 12:book 8:mike /:book 48:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 19 | 32 | 2 | ((12/x)*8)=48 | 12 x / 8 * 48 = | 12:book x:dozen /:book 8:dozen *:book 48:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 2 | ((12/x)*8)=48 | 12 x / 8 * 48 = | 12:book x:mike /:book 8:mike *:book 48:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 72 | 12=((x*8)/48) | 12 x 8 * 48 / = | 12:mike x:dozen 8:mike *:mike 48:book /:mike =:mike
EXPR: 1 | POS | INT | 19 | 32 | 32 | ((12*x)/8)=48 | 12 x * 8 / 48 = | 12:book x:dozen *:dozen 8:mike /:dozen 48:dozen =:dozen
EXPR: 1 | POS | INT | 19 | 32 | 32 | ((x*12)/8)=48 | x 12 * 8 / 48 = | x:dozen 12:book *:book 8:dozen /:book 48:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 372 | ((12+x)/8)=48 | 12 x + 8 / 48 = | 12:book x:book +:book 8:mike /:book 48:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 12 | 12=(8+(48/x)) | 12 8 48 x / + = | 12:book 8:book 48:book x:dozen /:book +:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 2 | ((12/x)*8)=48 | 12 x / 8 * 48 = | 12:book x:dozen /:book 8:mike *:mike 48:mike =:mike
EXPR: 0 | POS | INT | 19 | 32 | 72 | 12=(8*(x/48)) | 12 8 x 48 / * = | 12:mike 8:mike x:dozen 48:book /:dozen *:mike =:mike
EXPR: 1 | POS | INT | 19 | 32 | 32 | (12/8)=(48/x) | 12 8 / 48 x / = | 12:book 8:mike /:book 48:book x:dozen /:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 12 | (x*(12-8))=48 | x 12 8 - * 48 = | x:dozen 12:book 8:book -:book *:book 48:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 288 | (12+(x/8))=48 | 12 x 8 / + 48 = | 12:book x:book 8:mike /:book +:book 48:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 72 | 12=((x*8)/48) | 12 x 8 * 48 / = | 12:dozen x:dozen 8:mike *:dozen 48:book /:dozen =:dozen
EXPR: 0 | POS | INT | 19 | 32 | 72 | 12=(x*(8/48)) | 12 x 8 48 / * = | 12:dozen x:dozen 8:mike 48:book /:mike *:dozen =:dozen
EXPR: 0 | POS | INT | 19 | 32 | 12 | (12*(x-8))=48 | 12 x 8 - * 48 = | 12:book x:mike 8:mike -:mike *:book 48:book =:book
EXPR: 1 | POS | INT | 19 | 32 | 32 | ((12/8)*x)=48 | 12 8 / x * 48 = | 12:book 8:dozen /:book x:dozen *:book 48:book =:book
EXPR: 1 | POS | INT | 19 | 32 | 32 | ((12/8)*x)=48 | 12 8 / x * 48 = | 12:book 8:mike /:book x:mike *:book 48:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 12 | ((12-8)*x)=48 | 12 8 - x * 48 = | 12:book 8:book -:book x:dozen *:book 48:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 12 | (12*(x-8))=48 | 12 x 8 - * 48 = | 12:book x:dozen 8:dozen -:dozen *:book 48:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 72 | 12=(8*(x/48)) | 12 8 x 48 / * = | 12:dozen 8:mike x:dozen 48:book /:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 19 | 32 | 32 | ((12*x)/8)=48 | 12 x * 8 / 48 = | 12:book x:mike *:book 8:mike /:book 48:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 4 | (12*(8-x))=48 | 12 8 x - * 48 = | 12:book 8:mike x:mike -:mike *:book 48:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 72 | 12=((8/48)*x) | 12 8 48 / x * = | 12:book 8:mike 48:book /:mike x:book *:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 72 | 12=((8*x)/48) | 12 8 x * 48 / = | 12:dozen 8:mike x:dozen *:dozen 48:book /:dozen =:dozen
EXPR: 0 | POS | INT | 19 | 32 | 372 | ((x+12)/8)=48 | x 12 + 8 / 48 = | x:book 12:book +:book 8:mike /:book 48:book =:book
EXPR: 0 | POS | INT | 19 | 32 | 396 | ((x-12)/8)=48 | x 12 - 8 / 48 = | x:book 12:book -:book 8:mike /:book 48:book =:book
EXPR: 1 | POS | INT | 19 | 32 | 32 | 12=(8*(48/x)) | 12 8 48 x / * = | 12:book 8:mike 48:book x:mike /:book *:book =:book
EXPR: 1 | POS | INT | 19 | 32 | 32 | 12=(8*(48/x)) | 12 8 48 x / * = | 12:book 8:dozen 48:book x:dozen /:book *:book =:book
EXPR: 1 | POS | INT | 19 | 32 | 32 | (x*(12/8))=48 | x 12 8 / * 48 = | x:dozen 12:book 8:mike /:book *:dozen 48:dozen =:dozen
EXPR: 0 | POS | INT | 19 | 32 | 72 | ((x/12)*8)=48 | x 12 / 8 * 48 = | x:dozen 12:book /:dozen 8:mike *:mike 48:mike =:mike
EXPR: 0 | POS | INT | 20 | 32 | 372 | x=((48*8)-12) | x 48 8 * 12 - = | x:book 48:book 8:dozen *:book 12:book -:book =:book
EXPR: 0 | POS | INT | 20 | 32 | 480 | x=((48-8)*12) | x 48 8 - 12 * = | x:dozen 48:book 8:book -:book 12:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 32 | 72 | ((48/8)*12)=x | 48 8 / 12 * x = | 48:book 8:mike /:book 12:mike *:book x:book =:book
EXPR: 0 | POS | INT | 20 | 32 | 4608 | (48*(8*12))=x | 48 8 12 * * x = | 48:book 8:mike 12:dozen *:mike *:mike x:mike =:mike
EXPR: 1 | POS | INT | 20 | 32 | 32 | (48*(8/12))=x | 48 8 12 / * x = | 48:book 8:mike 12:dozen /:mike *:mike x:mike =:mike
EXPR: 0 | POS | INT | 20 | 32 | 4608 | (48*(8*12))=x | 48 8 12 * * x = | 48:book 8:mike 12:dozen *:dozen *:book x:book =:book
EXPR: 0 | POS | INT | 20 | 32 | 672 | x=((48+8)*12) | x 48 8 + 12 * = | x:dozen 48:book 8:book +:book 12:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 32 | 4608 | x=(48*(8*12)) | x 48 8 12 * * = | x:dozen 48:book 8:dozen 12:mike *:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 32 | 960 | (48*(8+12))=x | 48 8 12 + * x = | 48:book 8:mike 12:mike +:mike *:book x:book =:book
EXPR: 0 | POS | INT | 20 | 32 | 960 | (48*(8+12))=x | 48 8 12 + * x = | 48:book 8:mike 12:mike +:mike *:mike x:mike =:mike
EXPR: 0 | POS | INT | 20 | 32 | 4608 | (48*(8*12))=x | 48 8 12 * * x = | 48:book 8:book 12:dozen *:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 32 | 4608 | (48*(8*12))=x | 48 8 12 * * x = | 48:mike 8:mike 12:dozen *:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 32 | 396 | ((48*8)+12)=x | 48 8 * 12 + x = | 48:book 8:dozen *:dozen 12:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 32 | 960 | x=(48*(8+12)) | x 48 8 12 + * = | x:book 48:book 8:mike 12:mike +:mike *:book =:book
EXPR: 0 | POS | INT | 20 | 32 | 4608 | x=(48*(8*12)) | x 48 8 12 * * = | x:mike 48:mike 8:mike 12:book *:book *:mike =:mike
EXPR: 0 | POS | INT | 20 | 32 | 144 | x=(48+(8*12)) | x 48 8 12 * + = | x:book 48:book 8:dozen 12:book *:book +:book =:book
EXPR: 0 | POS | INT | 20 | 32 | 4608 | x=((48*8)*12) | x 48 8 * 12 * = | x:book 48:book 8:dozen *:dozen 12:book *:book =:book
EXPR: 1 | POS | INT | 20 | 32 | 32 | x=(48*(8/12)) | x 48 8 12 / * = | x:book 48:book 8:mike 12:dozen /:mike *:book =:book
EXPR: 1 | POS | INT | 20 | 32 | 32 | x=(48*(8/12)) | x 48 8 12 / * = | x:dozen 48:mike 8:dozen 12:book /:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 32 | 4608 | x=(48*(8*12)) | x 48 8 12 * * = | x:dozen 48:mike 8:dozen 12:book *:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 32 | 32 | x=(48*(8/12)) | x 48 8 12 / * = | x:dozen 48:book 8:dozen 12:mike /:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 32 | 4608 | (48*(8*12))=x | 48 8 12 * * x = | 48:book 8:mike 12:dozen *:mike *:book x:book =:book
EXPR: 1 | POS | INT | 20 | 32 | 32 | (48*(8/12))=x | 48 8 12 / * x = | 48:book 8:mike 12:dozen /:mike *:book x:book =:book
EXPR: 0 | POS | INT | 20 | 32 | 4608 | ((48*8)*12)=x | 48 8 * 12 * x = | 48:book 8:mike *:book 12:mike *:book x:book =:book
EXPR: 0 | POS | INT | 20 | 32 | 480 | x=((48-8)*12) | x 48 8 - 12 * = | x:mike 48:mike 8:mike -:mike 12:book *:mike =:mike
EXPR: 0 | POS | INT | 20 | 32 | 960 | x=(48*(8+12)) | x 48 8 12 + * = | x:mike 48:book 8:mike 12:mike +:mike *:mike =:mike
EXPR: 0 | POS | INT | 20 | 32 | 144 | x=(48+(8*12)) | x 48 8 12 * + = | x:mike 48:mike 8:mike 12:book *:mike +:mike =:mike
EXPR: 1 | POS | INT | 20 | 32 | 32 | ((48*8)/12)=x | 48 8 * 12 / x = | 48:book 8:mike *:book 12:dozen /:book x:book =:book
EXPR: 0 | POS | INT | 20 | 32 | 4608 | x=(48*(8*12)) | x 48 8 12 * * = | x:book 48:mike 8:mike 12:book *:book *:book =:book
EXPR: 0 | POS | INT | 20 | 32 | 4608 | x=(48*(8*12)) | x 48 8 12 * * = | x:book 48:dozen 8:mike 12:book *:book *:book =:book
EXPR: 1 | POS | INT | 20 | 32 | 32 | ((48*8)/12)=x | 48 8 * 12 / x = | 48:book 8:dozen *:dozen 12:mike /:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 32 | 32 | ((48*8)/12)=x | 48 8 * 12 / x = | 48:book 8:mike *:book 12:mike /:book x:book =:book
EXPR: 0 | POS | INT | 20 | 32 | 372 | ((48*8)-12)=x | 48 8 * 12 - x = | 48:book 8:dozen *:dozen 12:dozen -:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 32 | 18 | ((48/8)+12)=x | 48 8 / 12 + x = | 48:dozen 8:mike /:dozen 12:dozen +:dozen x:dozen =:dozen
NET 452 non-negative, integer-valued solutions found out of 1000 total solutions
