parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 14 | 8 | ((5+6)-3)=x | 5 6 + 3 - x = | 5:cake 6:cake +:cake 3:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 33 | x=((5+6)*3) | x 5 6 + 3 * = | x:NONE 5:cake 6:cake +:cake 3:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 14 | 27 | x=((5*6)-3) | x 5 6 * 3 - = | x:cake 5:NONE 6:cake *:cake 3:cake -:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 33 | x=((5+6)*3) | x 5 6 + 3 * = | x:cake 5:cake 6:cake +:cake 3:NONE *:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 33 | ((5*6)+3)=x | 5 6 * 3 + x = | 5:cake 6:NONE *:cake 3:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 27 | ((5*6)-3)=x | 5 6 * 3 - x = | 5:cake 6:NONE *:cake 3:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 45 | (5*(6+3))=x | 5 6 3 + * x = | 5:NONE 6:cake 3:cake +:cake *:cake x:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 45 | x=(5*(6+3)) | x 5 6 3 + * = | x:NONE 5:NONE 6:cake 3:cake +:cake *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 14 | 45 | (5*(6+3))=x | 5 6 3 + * x = | 5:NONE 6:cake 3:cake +:cake *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 14 | 27 | x=((5*6)-3) | x 5 6 * 3 - = | x:cake 5:cake 6:NONE *:cake 3:cake -:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 15 | (5*(6-3))=x | 5 6 3 - * x = | 5:NONE 6:cake 3:cake -:cake *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 14 | 10 | x=((5*6)/3) | x 5 6 * 3 / = | x:NONE 5:cake 6:NONE *:NONE 3:cake /:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 14 | 45 | x=(5*(6+3)) | x 5 6 3 + * = | x:cake 5:NONE 6:cake 3:cake +:cake *:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 15 | x=(5*(6-3)) | x 5 6 3 - * = | x:cake 5:NONE 6:cake 3:cake -:cake *:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 33 | x=((5*6)+3) | x 5 6 * 3 + = | x:cake 5:cake 6:NONE *:cake 3:cake +:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 33 | ((5*6)+3)=x | 5 6 * 3 + x = | 5:NONE 6:cake *:cake 3:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 23 | (5+(6*3))=x | 5 6 3 * + x = | 5:cake 6:cake 3:NONE *:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 27 | ((5*6)-3)=x | 5 6 * 3 - x = | 5:NONE 6:cake *:cake 3:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 15 | (5*(6-3))=x | 5 6 3 - * x = | 5:NONE 6:cake 3:cake -:cake *:cake x:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 23 | x=(5+(6*3)) | x 5 6 3 * + = | x:cake 5:cake 6:NONE 3:cake *:cake +:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 10 | x=((5*6)/3) | x 5 6 * 3 / = | x:NONE 5:NONE 6:cake *:NONE 3:cake /:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 14 | 33 | x=((5*6)+3) | x 5 6 * 3 + = | x:cake 5:NONE 6:cake *:cake 3:cake +:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 10 | x=(5*(6/3)) | x 5 6 3 / * = | x:NONE 5:cake 6:NONE 3:cake /:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 14 | 10 | ((5*6)/3)=x | 5 6 * 3 / x = | 5:NONE 6:cake *:NONE 3:cake /:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 14 | 33 | ((5+6)*3)=x | 5 6 + 3 * x = | 5:cake 6:cake +:cake 3:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 14 | 33 | ((5+6)*3)=x | 5 6 + 3 * x = | 5:cake 6:cake +:cake 3:NONE *:cake x:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 10 | x=(5*(6/3)) | x 5 6 3 / * = | x:cake 5:cake 6:NONE 3:cake /:NONE *:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 10 | (5*(6/3))=x | 5 6 3 / * x = | 5:cake 6:NONE 3:cake /:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 14 | 15 | x=(5*(6-3)) | x 5 6 3 - * = | x:NONE 5:NONE 6:cake 3:cake -:cake *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 14 | 7 | (5+(6/3))=x | 5 6 3 / + x = | 5:cake 6:cake 3:NONE /:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 23 | (5+(6*3))=x | 5 6 3 * + x = | 5:cake 6:NONE 3:cake *:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 10 | (5*(6/3))=x | 5 6 3 / * x = | 5:cake 6:NONE 3:cake /:NONE *:cake x:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 3 | x=(5-(6/3)) | x 5 6 3 / - = | x:cake 5:cake 6:cake 3:NONE /:cake -:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 3 | (5-(6/3))=x | 5 6 3 / - x = | 5:cake 6:cake 3:NONE /:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 10 | ((5*6)/3)=x | 5 6 * 3 / x = | 5:cake 6:NONE *:NONE 3:cake /:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 14 | 23 | x=(5+(6*3)) | x 5 6 3 * + = | x:cake 5:cake 6:cake 3:NONE *:cake +:cake =:cake
EXPR: 0 | POS | INT | 11 | 14 | 7 | x=(5+(6/3)) | x 5 6 3 / + = | x:cake 5:cake 6:cake 3:NONE /:cake +:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 48 | x=((5+3)*6) | x 5 3 + 6 * = | x:NONE 5:cake 3:cake +:cake 6:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 33 | (x/(5+6))=3 | x 5 6 + / 3 = | x:NONE 5:cake 6:cake +:cake /:NONE 3:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 9 | ((5*3)-6)=x | 5 3 * 6 - x = | 5:cake 3:NONE *:cake 6:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 48 | x=(6*(5+3)) | x 6 5 3 + * = | x:NONE 6:NONE 5:cake 3:cake +:cake *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 12 | x=(6*(5-3)) | x 6 5 3 - * = | x:NONE 6:NONE 5:cake 3:cake -:cake *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 9 | x=((5*3)-6) | x 5 3 * 6 - = | x:cake 5:NONE 3:cake *:cake 6:cake -:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 3 | (6/(5-3))=x | 6 5 3 - / x = | 6:NONE 5:cake 3:cake -:cake /:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 10 | (6*(5/3))=x | 6 5 3 / * x = | 6:cake 5:NONE 3:cake /:NONE *:cake x:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 10 | (5*(6/x))=3 | 5 6 x / * 3 = | 5:NONE 6:cake x:NONE /:cake *:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 21 | ((5*3)+6)=x | 5 3 * 6 + x = | 5:NONE 3:cake *:cake 6:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 9 | ((5*3)-6)=x | 5 3 * 6 - x = | 5:NONE 3:cake *:cake 6:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 90 | (x/(5*6))=3 | x 5 6 * / 3 = | x:cake 5:cake 6:NONE *:NONE /:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 48 | x=(6*(5+3)) | x 6 5 3 + * = | x:cake 6:NONE 5:cake 3:cake +:cake *:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 12 | x=(6*(5-3)) | x 6 5 3 - * = | x:cake 6:NONE 5:cake 3:cake -:cake *:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 10 | 5=((x/6)*3) | 5 x 6 / 3 * = | 5:NONE x:NONE 6:cake /:NONE 3:cake *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 3 | x=(6/(5-3)) | x 6 5 3 - / = | x:NONE 6:NONE 5:cake 3:cake -:cake /:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 90 | (x/(5*6))=3 | x 5 6 * / 3 = | x:cake 5:NONE 6:cake *:NONE /:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 10 | x=((5/3)*6) | x 5 3 / 6 * = | x:NONE 5:NONE 3:cake /:NONE 6:cake *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 12 | (5-(x/6))=3 | 5 x 6 / - 3 = | 5:cake x:cake 6:NONE /:cake -:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 33 | (x-(5*6))=3 | x 5 6 * - 3 = | x:cake 5:NONE 6:cake *:cake -:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 3 | 5=(x+(6/3)) | 5 x 6 3 / + = | 5:cake x:cake 6:cake 3:NONE /:cake +:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 27 | ((5*6)-x)=3 | 5 6 * x - 3 = | 5:cake 6:NONE *:cake x:cake -:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 45 | 5=(x/(6+3)) | 5 x 6 3 + / = | 5:NONE x:NONE 6:cake 3:cake +:cake /:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 15 | 5=(x/(6-3)) | 5 x 6 3 - / = | 5:NONE x:NONE 6:cake 3:cake -:cake /:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 33 | (x-(5*6))=3 | x 5 6 * - 3 = | x:cake 5:cake 6:NONE *:cake -:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 10 | ((5/x)*6)=3 | 5 x / 6 * 3 = | 5:cake x:NONE /:cake 6:NONE *:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 48 | x=((5+3)*6) | x 5 3 + 6 * = | x:cake 5:cake 3:cake +:cake 6:NONE *:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 10 | ((5*6)/x)=3 | 5 6 * x / 3 = | 5:cake 6:NONE *:cake x:NONE /:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 10 | ((5/3)*6)=x | 5 3 / 6 * x = | 5:NONE 3:cake /:NONE 6:cake *:cake x:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 10 | ((5/3)*6)=x | 5 3 / 6 * x = | 5:NONE 3:cake /:NONE 6:cake *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 12 | 5=((x/6)+3) | 5 x 6 / 3 + = | 5:cake x:cake 6:NONE /:cake 3:cake +:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 21 | x=(6+(5*3)) | x 6 5 3 * + = | x:cake 6:cake 5:NONE 3:cake *:cake +:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 8 | (5+6)=(3+x) | 5 6 + 3 x + = | 5:cake 6:cake +:cake 3:cake x:cake +:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 12 | x=((5-3)*6) | x 5 3 - 6 * = | x:cake 5:cake 3:cake -:cake 6:NONE *:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 4 | (5-6)=(3-x) | 5 6 - 3 x - = | 5:cake 6:cake -:cake 3:cake x:cake -:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 12 | ((5-3)*6)=x | 5 3 - 6 * x = | 5:cake 3:cake -:cake 6:NONE *:cake x:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 48 | 5=((x/6)-3) | 5 x 6 / 3 - = | 5:cake x:cake 6:NONE /:cake 3:cake -:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 48 | ((5+3)*6)=x | 5 3 + 6 * x = | 5:cake 3:cake +:cake 6:NONE *:cake x:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 12 | ((5-3)*6)=x | 5 3 - 6 * x = | 5:cake 3:cake -:cake 6:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 7 | 5=(x-(6/3)) | 5 x 6 3 / - = | 5:cake x:cake 6:cake 3:NONE /:cake -:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 21 | (6+(5*3))=x | 6 5 3 * + x = | 6:cake 5:cake 3:NONE *:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 48 | ((5+3)*6)=x | 5 3 + 6 * x = | 5:cake 3:cake +:cake 6:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 3 | 5=((6/3)+x) | 5 6 3 / x + = | 5:cake 6:cake 3:NONE /:cake x:cake +:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 13 | 5=((6*3)-x) | 5 6 3 * x - = | 5:cake 6:cake 3:NONE *:cake x:cake -:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 3 | x=((6-5)*3) | x 6 5 - 3 * = | x:NONE 6:cake 5:cake -:cake 3:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 21 | x=((5*3)+6) | x 5 3 * 6 + = | x:cake 5:NONE 3:cake *:cake 6:cake +:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 13 | ((5+x)/6)=3 | 5 x + 6 / 3 = | 5:cake x:cake +:cake 6:NONE /:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 12 | (6*(5-3))=x | 6 5 3 - * x = | 6:NONE 5:cake 3:cake -:cake *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 48 | (6*(5+3))=x | 6 5 3 + * x = | 6:NONE 5:cake 3:cake +:cake *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 10 | (5*(6/x))=3 | 5 6 x / * 3 = | 5:cake 6:NONE x:cake /:NONE *:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 10 | (6*(5/3))=x | 6 5 3 / * x = | 6:cake 5:NONE 3:cake /:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 12 | x=((5-3)*6) | x 5 3 - 6 * = | x:NONE 5:cake 3:cake -:cake 6:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 14 | 13 | 5=((6*3)-x) | 5 6 3 * x - = | 5:cake 6:NONE 3:cake *:cake x:cake -:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 23 | ((x-5)/6)=3 | x 5 - 6 / 3 = | x:cake 5:cake -:cake 6:NONE /:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 13 | ((x+5)/6)=3 | x 5 + 6 / 3 = | x:cake 5:cake +:cake 6:NONE /:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 21 | (6+(5*3))=x | 6 5 3 * + x = | 6:cake 5:NONE 3:cake *:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 21 | ((5*3)+6)=x | 5 3 * 6 + x = | 5:cake 3:NONE *:cake 6:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 4 | (5+x)=(6+3) | 5 x + 6 3 + = | 5:cake x:cake +:cake 6:cake 3:cake +:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 10 | x=((5/3)*6) | x 5 3 / 6 * = | x:cake 5:NONE 3:cake /:NONE 6:cake *:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 90 | 5=(x/(6*3)) | 5 x 6 3 * / = | 5:cake x:cake 6:cake 3:NONE *:NONE /:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 90 | 5=(x/(6*3)) | 5 x 6 3 * / = | 5:cake x:cake 6:NONE 3:cake *:NONE /:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 10 | ((5*6)/x)=3 | 5 6 * x / 3 = | 5:NONE 6:cake *:cake x:NONE /:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 23 | 5=(x-(6*3)) | 5 x 6 3 * - = | 5:cake x:cake 6:NONE 3:cake *:cake -:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 27 | ((5*6)-x)=3 | 5 6 * x - 3 = | 5:NONE 6:cake *:cake x:cake -:cake 3:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 3 | x=((6-5)*3) | x 6 5 - 3 * = | x:cake 6:cake 5:cake -:cake 3:NONE *:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 4 | (x+5)=(6+3) | x 5 + 6 3 + = | x:cake 5:cake +:cake 6:cake 3:cake +:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 3 | 5=(6-(x/3)) | 5 6 x 3 / - = | 5:cake 6:cake x:cake 3:NONE /:cake -:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 2 | (5-x)=(6-3) | 5 x - 6 3 - = | 5:cake x:cake -:cake 6:cake 3:cake -:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 21 | x=((5*3)+6) | x 5 3 * 6 + = | x:cake 5:cake 3:NONE *:cake 6:cake +:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 9 | x=((5*3)-6) | x 5 3 * 6 - = | x:cake 5:cake 3:NONE *:cake 6:cake -:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 8 | (x-5)=(6-3) | x 5 - 6 3 - = | x:cake 5:cake -:cake 6:cake 3:cake -:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 12 | (6*(5-3))=x | 6 5 3 - * x = | 6:NONE 5:cake 3:cake -:cake *:cake x:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 48 | (6*(5+3))=x | 6 5 3 + * x = | 6:NONE 5:cake 3:cake +:cake *:cake x:cake =:cake
EXPR: 1 | POS | INT | 12 | 14 | 14 | (x-5)=(6+3) | x 5 - 6 3 + = | x:cake 5:cake -:cake 6:cake 3:cake +:cake =:cake
EXPR: 0 | POS | INT | 12 | 14 | 21 | x=(6+(5*3)) | x 6 5 3 * + = | x:cake 6:cake 5:cake 3:NONE *:cake +:cake =:cake
NET 439 non-negative, integer-valued solutions found out of 1000 total solutions
