parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 74 | 220 | x=(((109*2)+13)-11) | x 109 2 * 13 + 11 - = | x:dollar 109:dollar 2:shirt *:dollar 13:dollar +:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 74 | 94 | 2=(((11-x)+109)/13) | 2 11 x - 109 + 13 / = | 2:dollar 11:dollar x:dollar -:dollar 109:dollar +:dollar 13:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 74 | 124 | 2=(((11+x)-109)/13) | 2 11 x + 109 - 13 / = | 2:dollar 11:dollar x:dollar +:dollar 109:dollar -:dollar 13:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 74 | 1408 | 11=((109*13)+(2-x)) | 11 109 13 * 2 x - + = | 11:dollar 109:dollar 13:shirt *:dollar 2:dollar x:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 74 | 1276 | 11=(109+((2-x)/13)) | 11 109 2 x - 13 / + = | 11:shirt 109:shirt 2:shirt x:shirt -:shirt 13:dollar /:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 52 | 74 | 1402 | 2=(109+((11-x)/13)) | 2 109 11 x - 13 / + = | 2:shirt 109:shirt 11:shirt x:shirt -:shirt 13:dollar /:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 52 | 74 | 109 | ((2+11)-109)=(13-x) | 2 11 + 109 - 13 x - = | 2:dollar 11:dollar +:dollar 109:dollar -:dollar 13:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 74 | 124 | 2=(((x+11)-109)/13) | 2 x 11 + 109 - 13 / = | 2:dollar x:dollar 11:dollar +:dollar 109:dollar -:dollar 13:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 74 | 250 | x=((13*11)+(109-2)) | x 13 11 * 109 2 - + = | x:dollar 13:dollar 11:shirt *:dollar 109:dollar 2:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 74 | 1098 | x=((109+13)*(11-2)) | x 109 13 + 11 2 - * = | x:dollar 109:shirt 13:shirt +:shirt 11:dollar 2:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 74 | 32 | x=(((13*11)-109)-2) | x 13 11 * 109 - 2 - = | x:dollar 13:dollar 11:shirt *:dollar 109:dollar -:dollar 2:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 74 | 504 | x=((109+(13*11))*2) | x 109 13 11 * + 2 * = | x:dollar 109:shirt 13:shirt 11:dollar *:shirt +:shirt 2:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 56 | 74 | 250 | x=((13*11)+(109-2)) | x 13 11 * 109 2 - + = | x:dollar 13:dollar 11:shirt *:dollar 109:dollar 2:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 56 | 74 | 1098 | x=((109+13)*(11-2)) | x 109 13 + 11 2 - * = | x:dollar 109:shirt 13:shirt +:shirt 11:dollar 2:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 56 | 74 | 504 | x=((109+(13*11))*2) | x 109 13 11 * + 2 * = | x:dollar 109:shirt 13:shirt 11:dollar *:shirt +:shirt 2:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 74 | 592.999999999998 | 11=(((x*2)+13)/109) | 11 x 2 * 13 + 109 / = | 11:dollar x:dollar 2:shirt *:dollar 13:dollar +:dollar 109:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 74 | 254 | 109=(x-((13*11)+2)) | 109 x 13 11 * 2 + - = | 109:shirt x:shirt 13:shirt 11:dollar *:shirt 2:shirt +:shirt -:shirt =:shirt
NET 270 non-negative, integer-valued solutions found out of 1000 total solutions
