parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 160 |  | x=(((4-8)+4)*10) | x 4 8 - 4 + 10 * = | x:ball 4:pack 8:pack -:pack 4:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 41 | 160 | 80 | x=(10*((4*8)/4)) | x 10 4 8 * 4 / * = | x:ball 10:ball 4:pack 8:ball *:pack 4:ball /:pack *:ball =:ball
EXPR: 0 | POS | INT | 41 | 160 | 5 | x=(10/((4/8)*4)) | x 10 4 8 / 4 * / = | x:ball 10:ball 4:pack 8:ball /:pack 4:ball *:pack /:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 54 | 10=(((4+4)*8)-x) | 10 4 4 + 8 * x - = | 10:ball 4:pack 4:pack +:pack 8:ball *:ball x:ball -:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 80 | 4=((x/8)*(4/10)) | 4 x 8 / 4 10 / * = | 4:pack x:pack 8:ball /:pack 4:ball 10:pack /:ball *:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | 2 | 4=(4*((8+x)/10)) | 4 4 8 x + 10 / * = | 4:ball 4:ball 8:pack x:pack +:pack 10:ball /:pack *:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | - | 10=(((4-4)/x)*8) | 10 4 4 - x / 8 * = | 10:ball 4:pack 4:pack -:pack x:ball /:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | - | 10=(((4-4)*x)-8) | 10 4 4 - x * 8 - = | 10:ball 4:pack 4:pack -:pack x:ball *:ball 8:ball -:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | - | 10=(((4-4)*x)+8) | 10 4 4 - x * 8 + = | 10:ball 4:pack 4:pack -:pack x:ball *:ball 8:ball +:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 448 | (x/4)=(8*(4+10)) | x 4 / 8 4 10 + * = | x:pack 4:ball /:pack 8:pack 4:ball 10:ball +:ball *:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | 28 | (x*4)=(8*(4+10)) | x 4 * 8 4 10 + * = | x:pack 4:ball *:pack 8:pack 4:ball 10:ball +:ball *:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | 2 | 10=(((x/4)*4)+8) | 10 x 4 / 4 * 8 + = | 10:ball x:ball 4:pack /:ball 4:pack *:ball 8:ball +:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 21 | 10=(8*((x/4)-4)) | 10 8 x 4 / 4 - * = | 10:ball 8:pack x:ball 4:pack /:ball 4:ball -:ball *:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 2 | 10=(x+(4*(8/4))) | 10 x 4 8 4 / * + = | 10:ball x:ball 4:ball 8:pack 4:ball /:pack *:ball +:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 5 | 8=((x*4)*(4/10)) | 8 x 4 * 4 10 / * = | 8:ball x:ball 4:pack *:pack 4:ball 10:pack /:ball *:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 76 | (x-(4*(8+10)))=4 | x 4 8 10 + * - 4 = | x:ball 4:ball 8:pack 10:pack +:pack *:ball -:ball 4:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 10 | 8=(((4*10)/x)+4) | 8 4 10 * x / 4 + = | 8:pack 4:ball 10:pack *:pack x:ball /:pack 4:pack +:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | 80 | 4=((x-(8*10))+4) | 4 x 8 10 * - 4 + = | 4:pack x:pack 8:ball 10:pack *:pack -:pack 4:pack +:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | 10 | (4-8)=((10-x)-4) | 4 8 - 10 x - 4 - = | 4:pack 8:pack -:pack 10:pack x:pack -:pack 4:pack -:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | 80 | 8=((4*4)-(x/10)) | 8 4 4 * x 10 / - = | 8:ball 4:ball 4:pack *:ball x:ball 10:pack /:ball -:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 26 | (x+(10-(4*8)))=4 | x 10 4 8 * - + 4 = | x:ball 10:ball 4:pack 8:ball *:ball -:ball +:ball 4:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 2 | (x-(4/(8-10)))=4 | x 4 8 10 - / - 4 = | x:ball 4:ball 8:pack 10:pack -:pack /:ball -:ball 4:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 6 | (4+8)=((10+x)-4) | 4 8 + 10 x + 4 - = | 4:pack 8:pack +:pack 10:pack x:pack +:pack 4:pack -:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | 10 | 10=(x*((4+4)/8)) | 10 x 4 4 + 8 / * = | 10:ball x:ball 4:pack 4:pack +:pack 8:ball /:pack *:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | - | 10=(x*((4-4)/8)) | 10 x 4 4 - 8 / * = | 10:ball x:ball 4:pack 4:pack -:pack 8:ball /:pack *:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 10 | 10=(x*((8-4)/4)) | 10 x 8 4 - 4 / * = | 10:ball x:ball 8:pack 4:pack -:pack 4:ball /:pack *:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 10 | 8=((4+(10-x))+4) | 8 4 10 x - + 4 + = | 8:pack 4:pack 10:pack x:pack -:pack +:pack 4:pack +:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | 18 | 8=((4/4)*(x-10)) | 8 4 4 / x 10 - * = | 8:pack 4:ball 4:pack /:ball x:pack 10:pack -:pack *:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | 10 | 8=(10*((4+4)/x)) | 8 10 4 4 + x / * = | 8:ball 10:ball 4:pack 4:pack +:pack x:ball /:pack *:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | - | 8=(10*((4-4)/x)) | 8 10 4 4 - x / * = | 8:ball 10:ball 4:pack 4:pack -:pack x:ball /:pack *:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 6 | 4=(((x-4)-8)+10) | 4 x 4 - 8 - 10 + = | 4:ball x:ball 4:ball -:ball 8:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | - | 10=(8*((4-4)/x)) | 10 8 4 4 - x / * = | 10:ball 8:ball 4:pack 4:pack -:pack x:ball /:pack *:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 7 | ((x*8)/4)=(4+10) | x 8 * 4 / 4 10 + = | x:ball 8:pack *:pack 4:ball /:pack 4:pack 10:pack +:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | 18 | 4=(((x-8)-10)+4) | 4 x 8 - 10 - 4 + = | 4:ball x:ball 8:ball -:ball 10:ball -:ball 4:ball +:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 6 | 8=(((x-4)-4)+10) | 8 x 4 - 4 - 10 + = | 8:ball x:ball 4:ball -:ball 4:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 192 | 8=(x/(4*(10-4))) | 8 x 4 10 4 - * / = | 8:ball x:ball 4:pack 10:ball 4:ball -:ball *:pack /:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 30 | (4*(x/(8+4)))=10 | 4 x 8 4 + / * 10 = | 4:ball x:pack 8:ball 4:ball +:ball /:pack *:ball 10:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 26 | (4+4)=(x-(8+10)) | 4 4 + x 8 10 + - = | 4:pack 4:pack +:pack x:pack 8:pack 10:pack +:pack -:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | 4 | ((x*(10-8))-4)=4 | x 10 8 - * 4 - 4 = | x:ball 10:pack 8:pack -:pack *:pack 4:pack -:pack 4:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | - | ((8/(4-4))*x)=10 | 8 4 4 - / x * 10 = | 8:ball 4:pack 4:pack -:pack /:ball x:pack *:pack 10:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | 72 | (x+(4+4))=(8*10) | x 4 4 + + 8 10 * = | x:ball 4:ball 4:ball +:ball +:ball 8:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 88 | (x-(4+4))=(8*10) | x 4 4 + - 8 10 * = | x:ball 4:ball 4:ball +:ball -:ball 8:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 0 | (8*(4-4))=(x/10) | 8 4 4 - * x 10 / = | 8:ball 4:pack 4:pack -:pack *:pack x:pack 10:ball /:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | 18 | (4-8)=((4-x)+10) | 4 8 - 4 x - 10 + = | 4:ball 8:ball -:ball 4:ball x:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 26 | (4*8)=((x+10)-4) | 4 8 * x 10 + 4 - = | 4:pack 8:ball *:ball x:ball 10:ball +:ball 4:ball -:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 0 | (8*(4-4))=(x*10) | 8 4 4 - * x 10 * = | 8:ball 4:pack 4:pack -:pack *:pack x:pack 10:ball *:pack =:pack
EXPR: 0 | POS | INT | 42 | 160 | 12 | (8/4)=((4-x)+10) | 8 4 / 4 x - 10 + = | 8:ball 4:pack /:ball 4:ball x:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 304 | 4=(x/((8*10)-4)) | 4 x 8 10 * 4 - / = | 4:ball x:ball 8:ball 10:pack *:pack 4:pack -:pack /:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 336 | 4=(x/((8*10)+4)) | 4 x 8 10 * 4 + / = | 4:ball x:ball 8:ball 10:pack *:pack 4:pack +:pack /:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 5 | ((4*4)*(x/8))=10 | 4 4 * x 8 / * 10 = | 4:pack 4:ball *:ball x:pack 8:ball /:pack *:ball 10:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 2 | 4=((x-4)*(8-10)) | 4 x 4 - 8 10 - * = | 4:ball x:pack 4:pack -:pack 8:ball 10:ball -:ball *:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 48 | 10=((4*4)-(x/8)) | 10 4 4 * x 8 / - = | 10:ball 4:pack 4:ball *:ball x:ball 8:pack /:ball -:ball =:ball
EXPR: 0 | POS | INT | 42 | 160 | 32 | 8=(x+((4-10)*4)) | 8 x 4 10 - 4 * + = | 8:ball x:ball 4:ball 10:ball -:ball 4:pack *:ball +:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 26 | x=(4+((4*8)-10)) | x 4 4 8 * 10 - + = | x:pack 4:pack 4:ball 8:pack *:pack 10:pack -:pack +:pack =:pack
EXPR: 0 | POS | INT | 45 | 160 | 46 | x=(4+((4*8)+10)) | x 4 4 8 * 10 + + = | x:pack 4:pack 4:ball 8:pack *:pack 10:pack +:pack +:pack =:pack
EXPR: 0 | POS | INT | 45 | 160 | 8 | x=(10-(4*(4/8))) | x 10 4 4 8 / * - = | x:ball 10:ball 4:pack 4:ball 8:pack /:ball *:ball -:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 12 | x=(10+(4*(4/8))) | x 10 4 4 8 / * + = | x:ball 10:ball 4:pack 4:ball 8:pack /:ball *:ball +:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 90 | x=((8+(4/4))*10) | x 8 4 4 / + 10 * = | x:pack 8:pack 4:pack 4:ball /:pack +:pack 10:ball *:pack =:pack
EXPR: 0 | POS | INT | 45 | 160 | 70 | x=((8-(4/4))*10) | x 8 4 4 / - 10 * = | x:pack 8:pack 4:pack 4:ball /:pack -:pack 10:ball *:pack =:pack
EXPR: 0 | POS | INT | 45 | 160 | 80 | x=(((4+10)-4)*8) | x 4 10 + 4 - 8 * = | x:ball 4:pack 10:pack +:pack 4:pack -:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 352 | x=((4+(4*10))*8) | x 4 4 10 * + 8 * = | x:pack 4:ball 4:pack 10:ball *:ball +:ball 8:pack *:pack =:pack
EXPR: 0 | POS | INT | 45 | 160 | 144 | x=(((4+4)+10)*8) | x 4 4 + 10 + 8 * = | x:ball 4:pack 4:pack +:pack 10:pack +:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 72 | x=((4*10)+(4*8)) | x 4 10 * 4 8 * + = | x:ball 4:pack 10:ball *:ball 4:pack 8:ball *:ball +:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 48 | x=((4*(4+10))-8) | x 4 4 10 + * 8 - = | x:ball 4:pack 4:ball 10:ball +:ball *:ball 8:ball -:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 72 | x=((4*10)+(8*4)) | x 4 10 * 8 4 * + = | x:ball 4:ball 10:pack *:ball 8:pack 4:ball *:ball +:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 18 | x=((4/4)*(8+10)) | x 4 4 / 8 10 + * = | x:pack 4:ball 4:pack /:ball 8:pack 10:pack +:pack *:pack =:pack
EXPR: 0 | POS | INT | 45 | 160 | zoo | x=(8*(10/(4-4))) | x 8 10 4 4 - / * = | x:ball 8:pack 10:ball 4:pack 4:pack -:pack /:ball *:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 10 | x=(((4-4)*8)+10) | x 4 4 - 8 * 10 + = | x:pack 4:pack 4:pack -:pack 8:ball *:pack 10:pack +:pack =:pack
EXPR: 0 | POS | INT | 45 | 160 | 11 | x=(4*(4-(10/8))) | x 4 4 10 8 / - * = | x:pack 4:pack 4:ball 10:ball 8:pack /:ball -:ball *:pack =:pack
EXPR: 0 | POS | INT | 45 | 160 | 21 | x=(4*(4+(10/8))) | x 4 4 10 8 / + * = | x:pack 4:pack 4:ball 10:ball 8:pack /:ball +:ball *:pack =:pack
EXPR: 0 | POS | INT | 45 | 160 | 144 | x=(((4+10)+4)*8) | x 4 10 + 4 + 8 * = | x:ball 4:pack 10:pack +:pack 4:pack +:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 10 | x=(4*(10/(8-4))) | x 4 10 8 4 - / * = | x:ball 4:pack 10:ball 8:pack 4:pack -:pack /:ball *:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 48 | x=(((4+10)*4)-8) | x 4 10 + 4 * 8 - = | x:pack 4:ball 10:ball +:ball 4:pack *:pack 8:pack -:pack =:pack
EXPR: 0 | POS | INT | 45 | 160 | 80 | x=(8*((4-4)+10)) | x 8 4 4 - 10 + * = | x:ball 8:ball 4:pack 4:pack -:pack 10:pack +:pack *:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 56 | x=(4*((8-4)+10)) | x 4 8 4 - 10 + * = | x:ball 4:ball 8:pack 4:pack -:pack 10:pack +:pack *:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 8 | x=(4*((4-10)+8)) | x 4 4 10 - 8 + * = | x:ball 4:ball 4:pack 10:pack -:pack 8:pack +:pack *:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 88 | x=(4*((4+10)+8)) | x 4 4 10 + 8 + * = | x:ball 4:ball 4:pack 10:pack +:pack 8:pack +:pack *:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 168 | x=(4*((4*8)+10)) | x 4 4 8 * 10 + * = | x:ball 4:ball 4:ball 8:pack *:pack 10:pack +:pack *:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 52 | x=(8+(4+(4*10))) | x 8 4 4 10 * + + = | x:ball 8:ball 4:ball 4:pack 10:ball *:ball +:ball +:ball =:ball
EXPR: 0 | POS | INT | 45 | 160 | 80 | x=((4+(10-4))*8) | x 4 10 4 - + 8 * = | x:ball 4:pack 10:pack 4:pack -:pack +:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 46 | 160 | 46 | x=(4+((4*8)+10)) | x 4 4 8 * 10 + + = | x:pack 4:pack 4:ball 8:pack *:pack 10:pack +:pack +:pack =:pack
EXPR: 0 | POS | INT | 46 | 160 | 12 | x=(10+(4*(4/8))) | x 10 4 4 8 / * + = | x:ball 10:ball 4:pack 4:ball 8:pack /:ball *:ball +:ball =:ball
EXPR: 0 | POS | INT | 46 | 160 | 90 | x=((8+(4/4))*10) | x 8 4 4 / + 10 * = | x:pack 8:pack 4:pack 4:ball /:pack +:pack 10:ball *:pack =:pack
EXPR: 0 | POS | INT | 46 | 160 | 352 | x=((4+(4*10))*8) | x 4 4 10 * + 8 * = | x:pack 4:ball 4:pack 10:ball *:ball +:ball 8:pack *:pack =:pack
EXPR: 0 | POS | INT | 46 | 160 | 72 | x=((4*10)+(4*8)) | x 4 10 * 4 8 * + = | x:ball 4:pack 10:ball *:ball 4:pack 8:ball *:ball +:ball =:ball
EXPR: 0 | POS | INT | 46 | 160 | 48 | x=((4*(4+10))-8) | x 4 4 10 + * 8 - = | x:ball 4:pack 4:ball 10:ball +:ball *:ball 8:ball -:ball =:ball
EXPR: 0 | POS | INT | 46 | 160 | 18 | x=((4/4)*(8+10)) | x 4 4 / 8 10 + * = | x:pack 4:ball 4:pack /:ball 8:pack 10:pack +:pack *:pack =:pack
EXPR: 0 | POS | INT | 46 | 160 | 144 | x=(((4+10)+4)*8) | x 4 10 + 4 + 8 * = | x:ball 4:pack 10:pack +:pack 4:pack +:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 46 | 160 | 10 | x=(((4-4)*8)+10) | x 4 4 - 8 * 10 + = | x:pack 4:pack 4:pack -:pack 8:ball *:pack 10:pack +:pack =:pack
EXPR: 0 | POS | INT | 46 | 160 | 72 | x=((4*10)+(8*4)) | x 4 10 * 8 4 * + = | x:ball 4:ball 10:pack *:ball 8:pack 4:ball *:ball +:ball =:ball
EXPR: 0 | POS | INT | 46 | 160 | 80 | x=(8*((4-4)+10)) | x 8 4 4 - 10 + * = | x:ball 8:ball 4:pack 4:pack -:pack 10:pack +:pack *:ball =:ball
EXPR: 0 | POS | INT | 46 | 160 | 56 | x=(4*((8-4)+10)) | x 4 8 4 - 10 + * = | x:ball 4:ball 8:pack 4:pack -:pack 10:pack +:pack *:ball =:ball
EXPR: 0 | POS | INT | 46 | 160 | 8 | x=(4*((4-10)+8)) | x 4 4 10 - 8 + * = | x:ball 4:ball 4:pack 10:pack -:pack 8:pack +:pack *:ball =:ball
EXPR: 0 | POS | INT | 46 | 160 | 88 | x=(4*((4+10)+8)) | x 4 4 10 + 8 + * = | x:ball 4:ball 4:pack 10:pack +:pack 8:pack +:pack *:ball =:ball
EXPR: 0 | POS | INT | 46 | 160 | 168 | x=(4*((4*8)+10)) | x 4 4 8 * 10 + * = | x:ball 4:ball 4:ball 8:pack *:pack 10:pack +:pack *:ball =:ball
EXPR: 0 | POS | INT | 46 | 160 | 52 | x=(8+(4+(4*10))) | x 8 4 4 10 * + + = | x:ball 8:ball 4:ball 4:pack 10:ball *:ball +:ball +:ball =:ball
EXPR: 0 | POS | INT | 47 | 160 | 80 | ((4*(x/8))/10)=4 | 4 x 8 / * 10 / 4 = | 4:pack x:ball 8:pack /:ball *:pack 10:ball /:pack 4:pack =:pack
NET 374 non-negative, integer-valued solutions found out of 1000 total solutions
