parameters: n=7 l=3 k=1 p=5 q=3 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 2 | 225 | 9 | ((60*x)/45)=12 | 60 x * 45 / 12 = | 60:calorie x:dozen *:calorie 45:bar /:calorie 12:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 225 | 32400 | 12=(x/(60*45)) | 12 x 60 45 * / = | 12:dozen x:dozen 60:calorie 45:bar *:calorie /:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 225 | 9 | 12=((60*x)/45) | 12 60 x * 45 / = | 12:dozen 60:calorie x:dozen *:dozen 45:bar /:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 225 | 9 | x=(12*(45/60)) | x 12 45 60 / * = | x:dozen 12:dozen 45:bar 60:calorie /:bar *:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 225 | 40 | 12=(60/(45-x)) | 12 60 45 x - / = | 12:calorie 60:calorie 45:bar x:bar -:bar /:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 225 | 16 | (45*(x/12))=60 | 45 x 12 / * 60 = | 45:bar x:dozen 12:calorie /:dozen *:bar 60:bar =:bar
EXPR: 0 | POS | INT | 17 | 225 | 16 | 12=((x/60)*45) | 12 x 60 / 45 * = | 12:bar x:dozen 60:calorie /:dozen 45:bar *:bar =:bar
EXPR: 1 | POS | INT | 17 | 225 | 225 | 12=((60*45)/x) | 12 60 45 * x / = | 12:bar 60:calorie 45:bar *:bar x:dozen /:bar =:bar
EXPR: 0 | POS | INT | 17 | 225 | 9 | 45=((x/12)*60) | 45 x 12 / 60 * = | 45:bar x:bar 12:calorie /:bar 60:calorie *:bar =:bar
EXPR: 0 | POS | INT | 17 | 225 | 9 | 12=(x*(60/45)) | 12 x 60 45 / * = | 12:calorie x:bar 60:calorie 45:bar /:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 225 | 9 | 12=(60*(x/45)) | 12 60 x 45 / * = | 12:dozen 60:calorie x:dozen 45:bar /:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 225 | 2160 | ((x/45)+12)=60 | x 45 / 12 + 60 = | x:calorie 45:bar /:calorie 12:calorie +:calorie 60:calorie =:calorie
EXPR: 1 | POS | INT | 17 | 225 | 225 | 12=((60/x)*45) | 12 60 x / 45 * = | 12:calorie 60:calorie x:dozen /:calorie 45:dozen *:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 225 | 9 | 12=((60*x)/45) | 12 60 x * 45 / = | 12:calorie 60:calorie x:dozen *:calorie 45:dozen /:calorie =:calorie
EXPR: 1 | POS | INT | 17 | 225 | 225 | (x*(12/60))=45 | x 12 60 / * 45 = | x:dozen 12:bar 60:calorie /:bar *:bar 45:bar =:bar
EXPR: 1 | POS | INT | 17 | 225 | 225 | ((x*12)/60)=45 | x 12 * 60 / 45 = | x:dozen 12:bar *:bar 60:calorie /:bar 45:bar =:bar
EXPR: 0 | POS | INT | 17 | 225 | 16 | ((12/45)*60)=x | 12 45 / 60 * x = | 12:dozen 45:bar /:dozen 60:calorie *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 225 | 9 | (12*(45/60))=x | 12 45 60 / * x = | 12:calorie 45:bar 60:calorie /:bar *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 225 | 50 | 12=(60/(x-45)) | 12 60 x 45 - / = | 12:calorie 60:calorie x:bar 45:bar -:bar /:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 225 | 9 | 12=(x*(60/45)) | 12 x 60 45 / * = | 12:dozen x:dozen 60:calorie 45:bar /:calorie *:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 225 | 40 | 12=(60/(45-x)) | 12 60 45 x - / = | 12:calorie 60:calorie 45:dozen x:dozen -:dozen /:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 225 | 9 | 12=((60*x)/45) | 12 60 x * 45 / = | 12:calorie 60:calorie x:bar *:calorie 45:bar /:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 225 | 9 | x=(12*(45/60)) | x 12 45 60 / * = | x:calorie 12:calorie 45:bar 60:calorie /:bar *:calorie =:calorie
EXPR: 1 | POS | INT | 17 | 225 | 225 | 12=(60*(45/x)) | 12 60 45 x / * = | 12:calorie 60:calorie 45:bar x:calorie /:bar *:calorie =:calorie
EXPR: 1 | POS | INT | 17 | 225 | 225 | (12*(x/60))=45 | 12 x 60 / * 45 = | 12:calorie x:bar 60:calorie /:bar *:bar 45:bar =:bar
EXPR: 0 | POS | INT | 17 | 225 | 480 | 12=((x+60)/45) | 12 x 60 + 45 / = | 12:calorie x:calorie 60:calorie +:calorie 45:bar /:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 225 | 9 | 12=((60/45)*x) | 12 60 45 / x * = | 12:calorie 60:calorie 45:bar /:calorie x:bar *:calorie =:calorie
EXPR: 1 | POS | INT | 17 | 225 | 225 | ((12*x)/60)=45 | 12 x * 60 / 45 = | 12:calorie x:dozen *:dozen 60:calorie /:dozen 45:dozen =:dozen
EXPR: 1 | POS | INT | 17 | 225 | 225 | 45=((12/60)*x) | 45 12 60 / x * = | 45:bar 12:bar 60:calorie /:bar x:dozen *:bar =:bar
EXPR: 0 | POS | INT | 18 | 225 | 16 | x=((12/45)*60) | x 12 45 / 60 * = | x:dozen 12:dozen 45:bar /:dozen 60:calorie *:dozen =:dozen
EXPR: 0 | POS | INT | 18 | 225 | 9 | x=(12*(45/60)) | x 12 45 60 / * = | x:dozen 12:dozen 45:bar 60:calorie /:bar *:dozen =:dozen
EXPR: 0 | POS | INT | 18 | 225 | 9 | (12*(45/60))=x | 12 45 60 / * x = | 12:calorie 45:bar 60:calorie /:bar *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 18 | 225 | 9 | x=(12*(45/60)) | x 12 45 60 / * = | x:calorie 12:calorie 45:bar 60:calorie /:bar *:calorie =:calorie
EXPR: 0 | POS | INT | 19 | 225 | 9 | ((12/x)*45)=60 | 12 x / 45 * 60 = | 12:calorie x:dozen /:calorie 45:dozen *:calorie 60:calorie =:calorie
EXPR: 0 | POS | INT | 19 | 225 | 9 | ((12/x)*45)=60 | 12 x / 45 * 60 = | 12:calorie x:bar /:calorie 45:bar *:calorie 60:calorie =:calorie
EXPR: 0 | POS | INT | 19 | 225 | 16 | 12=((x*45)/60) | 12 x 45 * 60 / = | 12:bar x:dozen 45:bar *:bar 60:calorie /:bar =:bar
EXPR: 1 | POS | INT | 19 | 225 | 225 | ((12*x)/45)=60 | 12 x * 45 / 60 = | 12:calorie x:dozen *:dozen 45:bar /:dozen 60:dozen =:dozen
EXPR: 1 | POS | INT | 19 | 225 | 225 | ((x*12)/45)=60 | x 12 * 45 / 60 = | x:dozen 12:calorie *:calorie 45:dozen /:calorie 60:calorie =:calorie
EXPR: 0 | POS | INT | 19 | 225 | 2688 | ((12+x)/45)=60 | 12 x + 45 / 60 = | 12:calorie x:calorie +:calorie 45:bar /:calorie 60:calorie =:calorie
EXPR: 0 | POS | INT | 19 | 225 | 9 | ((12/x)*45)=60 | 12 x / 45 * 60 = | 12:calorie x:dozen /:calorie 45:bar *:bar 60:bar =:bar
EXPR: 0 | POS | INT | 19 | 225 | 16 | 12=(45*(x/60)) | 12 45 x 60 / * = | 12:bar 45:bar x:dozen 60:calorie /:dozen *:bar =:bar
EXPR: 1 | POS | INT | 19 | 225 | 225 | (12/45)=(60/x) | 12 45 / 60 x / = | 12:calorie 45:bar /:calorie 60:calorie x:dozen /:calorie =:calorie
EXPR: 0 | POS | INT | 19 | 225 | 2160 | (12+(x/45))=60 | 12 x 45 / + 60 = | 12:calorie x:calorie 45:bar /:calorie +:calorie 60:calorie =:calorie
EXPR: 0 | POS | INT | 19 | 225 | 16 | 12=((x*45)/60) | 12 x 45 * 60 / = | 12:dozen x:dozen 45:bar *:dozen 60:calorie /:dozen =:dozen
EXPR: 0 | POS | INT | 19 | 225 | 16 | 12=(x*(45/60)) | 12 x 45 60 / * = | 12:dozen x:dozen 45:bar 60:calorie /:bar *:dozen =:dozen
EXPR: 0 | POS | INT | 19 | 225 | 50 | (12*(x-45))=60 | 12 x 45 - * 60 = | 12:calorie x:bar 45:bar -:bar *:calorie 60:calorie =:calorie
EXPR: 1 | POS | INT | 19 | 225 | 225 | ((12/45)*x)=60 | 12 45 / x * 60 = | 12:calorie 45:dozen /:calorie x:dozen *:calorie 60:calorie =:calorie
EXPR: 1 | POS | INT | 19 | 225 | 225 | ((12/45)*x)=60 | 12 45 / x * 60 = | 12:calorie 45:bar /:calorie x:bar *:calorie 60:calorie =:calorie
EXPR: 0 | POS | INT | 19 | 225 | 50 | (12*(x-45))=60 | 12 x 45 - * 60 = | 12:calorie x:dozen 45:dozen -:dozen *:calorie 60:calorie =:calorie
EXPR: 0 | POS | INT | 19 | 225 | 16 | 12=(45*(x/60)) | 12 45 x 60 / * = | 12:dozen 45:bar x:dozen 60:calorie /:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 19 | 225 | 225 | ((12*x)/45)=60 | 12 x * 45 / 60 = | 12:calorie x:bar *:calorie 45:bar /:calorie 60:calorie =:calorie
EXPR: 0 | POS | INT | 19 | 225 | 40 | (12*(45-x))=60 | 12 45 x - * 60 = | 12:calorie 45:bar x:bar -:bar *:calorie 60:calorie =:calorie
EXPR: 0 | POS | INT | 19 | 225 | 16 | 12=((45/60)*x) | 12 45 60 / x * = | 12:calorie 45:bar 60:calorie /:bar x:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 19 | 225 | 16 | 12=((45*x)/60) | 12 45 x * 60 / = | 12:dozen 45:bar x:dozen *:dozen 60:calorie /:dozen =:dozen
EXPR: 0 | POS | INT | 19 | 225 | 2688 | ((x+12)/45)=60 | x 12 + 45 / 60 = | x:calorie 12:calorie +:calorie 45:bar /:calorie 60:calorie =:calorie
EXPR: 0 | POS | INT | 19 | 225 | 2712 | ((x-12)/45)=60 | x 12 - 45 / 60 = | x:calorie 12:calorie -:calorie 45:bar /:calorie 60:calorie =:calorie
EXPR: 1 | POS | INT | 19 | 225 | 225 | 12=(45*(60/x)) | 12 45 60 x / * = | 12:calorie 45:bar 60:calorie x:bar /:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 19 | 225 | 225 | 12=(45*(60/x)) | 12 45 60 x / * = | 12:calorie 45:dozen 60:calorie x:dozen /:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 19 | 225 | 16 | ((x/12)*45)=60 | x 12 / 45 * 60 = | x:dozen 12:calorie /:dozen 45:bar *:dozen 60:dozen =:dozen
EXPR: 1 | POS | INT | 19 | 225 | 225 | ((x*12)/45)=60 | x 12 * 45 / 60 = | x:dozen 12:calorie *:dozen 45:bar /:dozen 60:dozen =:dozen
EXPR: 0 | POS | INT | 19 | 225 | 16 | 12=((45/60)*x) | 12 45 60 / x * = | 12:bar 45:bar 60:calorie /:bar x:dozen *:bar =:bar
EXPR: 0 | POS | INT | 20 | 225 | 180 | x=((60-45)*12) | x 60 45 - 12 * = | x:dozen 60:calorie 45:calorie -:calorie 12:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 16 | ((60/45)*12)=x | 60 45 / 12 * x = | 60:calorie 45:bar /:calorie 12:bar *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 20 | 225 | 32400 | (60*(45*12))=x | 60 45 12 * * x = | 60:calorie 45:bar 12:dozen *:bar *:bar x:bar =:bar
EXPR: 1 | POS | INT | 20 | 225 | 225 | (60*(45/12))=x | 60 45 12 / * x = | 60:calorie 45:bar 12:dozen /:bar *:bar x:bar =:bar
EXPR: 0 | POS | INT | 20 | 225 | 1980 | (60*(45-12))=x | 60 45 12 - * x = | 60:calorie 45:bar 12:bar -:bar *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 20 | 225 | 32400 | (60*(45*12))=x | 60 45 12 * * x = | 60:calorie 45:bar 12:dozen *:dozen *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 20 | 225 | 1260 | x=((60+45)*12) | x 60 45 + 12 * = | x:dozen 60:calorie 45:calorie +:calorie 12:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 32400 | x=(60*(45*12)) | x 60 45 12 * * = | x:dozen 60:calorie 45:dozen 12:bar *:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 3420 | (60*(45+12))=x | 60 45 12 + * x = | 60:calorie 45:bar 12:bar +:bar *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 20 | 225 | 3420 | (60*(45+12))=x | 60 45 12 + * x = | 60:calorie 45:bar 12:bar +:bar *:bar x:bar =:bar
EXPR: 0 | POS | INT | 20 | 225 | 32400 | (60*(45*12))=x | 60 45 12 * * x = | 60:calorie 45:calorie 12:dozen *:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 32400 | (60*(45*12))=x | 60 45 12 * * x = | 60:bar 45:bar 12:dozen *:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 2712 | ((60*45)+12)=x | 60 45 * 12 + x = | 60:calorie 45:dozen *:dozen 12:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 3420 | x=(60*(45+12)) | x 60 45 12 + * = | x:calorie 60:calorie 45:bar 12:bar +:bar *:calorie =:calorie
EXPR: 0 | POS | INT | 20 | 225 | 32400 | x=(60*(45*12)) | x 60 45 12 * * = | x:bar 60:bar 45:bar 12:calorie *:calorie *:bar =:bar
EXPR: 0 | POS | INT | 20 | 225 | 600 | x=(60+(45*12)) | x 60 45 12 * + = | x:calorie 60:calorie 45:dozen 12:calorie *:calorie +:calorie =:calorie
EXPR: 0 | POS | INT | 20 | 225 | 32400 | x=((60*45)*12) | x 60 45 * 12 * = | x:calorie 60:calorie 45:dozen *:dozen 12:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 20 | 225 | 225 | x=(60*(45/12)) | x 60 45 12 / * = | x:calorie 60:calorie 45:bar 12:dozen /:bar *:calorie =:calorie
EXPR: 1 | POS | INT | 20 | 225 | 225 | x=(60*(45/12)) | x 60 45 12 / * = | x:dozen 60:bar 45:dozen 12:calorie /:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 32400 | x=(60*(45*12)) | x 60 45 12 * * = | x:dozen 60:bar 45:dozen 12:calorie *:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 225 | 225 | x=(60*(45/12)) | x 60 45 12 / * = | x:dozen 60:calorie 45:dozen 12:bar /:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 32400 | (60*(45*12))=x | 60 45 12 * * x = | 60:calorie 45:bar 12:dozen *:bar *:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 20 | 225 | 225 | (60*(45/12))=x | 60 45 12 / * x = | 60:calorie 45:bar 12:dozen /:bar *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 20 | 225 | 32400 | ((60*45)*12)=x | 60 45 * 12 * x = | 60:calorie 45:bar *:calorie 12:bar *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 20 | 225 | 180 | x=((60-45)*12) | x 60 45 - 12 * = | x:bar 60:bar 45:bar -:bar 12:calorie *:bar =:bar
EXPR: 0 | POS | INT | 20 | 225 | 3420 | x=(60*(45+12)) | x 60 45 12 + * = | x:bar 60:calorie 45:bar 12:bar +:bar *:bar =:bar
EXPR: 0 | POS | INT | 20 | 225 | 600 | x=(60+(45*12)) | x 60 45 12 * + = | x:bar 60:bar 45:bar 12:calorie *:bar +:bar =:bar
EXPR: 1 | POS | INT | 20 | 225 | 225 | ((60*45)/12)=x | 60 45 * 12 / x = | 60:calorie 45:bar *:calorie 12:dozen /:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 20 | 225 | 32400 | x=(60*(45*12)) | x 60 45 12 * * = | x:calorie 60:bar 45:bar 12:calorie *:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 20 | 225 | 32400 | x=(60*(45*12)) | x 60 45 12 * * = | x:calorie 60:dozen 45:bar 12:calorie *:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 20 | 225 | 225 | ((60*45)/12)=x | 60 45 * 12 / x = | 60:calorie 45:dozen *:dozen 12:bar /:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 225 | 225 | ((60*45)/12)=x | 60 45 * 12 / x = | 60:calorie 45:bar *:calorie 12:bar /:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 20 | 225 | 2688 | ((60*45)-12)=x | 60 45 * 12 - x = | 60:calorie 45:dozen *:dozen 12:dozen -:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 32400 | ((60*45)*12)=x | 60 45 * 12 * x = | 60:calorie 45:bar *:calorie 12:bar *:bar x:bar =:bar
EXPR: 0 | POS | INT | 20 | 225 | 1980 | (60*(45-12))=x | 60 45 12 - * x = | 60:calorie 45:bar 12:bar -:bar *:bar x:bar =:bar
EXPR: 0 | POS | INT | 20 | 225 | 2688 | x=((60*45)-12) | x 60 45 * 12 - = | x:bar 60:calorie 45:bar *:bar 12:bar -:bar =:bar
EXPR: 0 | POS | INT | 20 | 225 | 2712 | x=((60*45)+12) | x 60 45 * 12 + = | x:bar 60:calorie 45:bar *:bar 12:bar +:bar =:bar
EXPR: 1 | POS | INT | 20 | 225 | 225 | ((60*45)/12)=x | 60 45 * 12 / x = | 60:dozen 45:calorie *:dozen 12:calorie /:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 225 | 225 | ((60*45)/12)=x | 60 45 * 12 / x = | 60:dozen 45:bar *:bar 12:calorie /:bar x:bar =:bar
EXPR: 0 | POS | INT | 20 | 225 | 3420 | x=(60*(45+12)) | x 60 45 12 + * = | x:dozen 60:dozen 45:bar 12:bar +:bar *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 3 | x=(60-(45+12)) | x 60 45 12 + - = | x:calorie 60:calorie 45:calorie 12:calorie +:calorie -:calorie =:calorie
EXPR: 0 | POS | INT | 20 | 225 | 117 | x=(60+(45+12)) | x 60 45 12 + + = | x:calorie 60:calorie 45:calorie 12:calorie +:calorie +:calorie =:calorie
EXPR: 0 | POS | INT | 20 | 225 | 600 | (60+(45*12))=x | 60 45 12 * + x = | 60:dozen 45:bar 12:dozen *:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 16 | x=((60/45)*12) | x 60 45 / 12 * = | x:calorie 60:dozen 45:bar /:dozen 12:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 20 | 225 | 225 | x=((60*45)/12) | x 60 45 * 12 / = | x:dozen 60:calorie 45:dozen *:dozen 12:bar /:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 32400 | ((60*45)*12)=x | 60 45 * 12 * x = | 60:calorie 45:dozen *:dozen 12:bar *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 32400 | x=((60*45)*12) | x 60 45 * 12 * = | x:dozen 60:calorie 45:dozen *:dozen 12:bar *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 1260 | ((60+45)*12)=x | 60 45 + 12 * x = | 60:dozen 45:dozen +:dozen 12:calorie *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 3420 | x=(60*(45+12)) | x 60 45 12 + * = | x:dozen 60:dozen 45:calorie 12:calorie +:calorie *:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 225 | 225 | ((60*45)/12)=x | 60 45 * 12 / x = | 60:dozen 45:bar *:dozen 12:bar /:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 2712 | ((60*45)+12)=x | 60 45 * 12 + x = | 60:dozen 45:bar *:dozen 12:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 32400 | x=(60*(45*12)) | x 60 45 12 * * = | x:bar 60:dozen 45:bar 12:calorie *:bar *:bar =:bar
EXPR: 0 | POS | INT | 20 | 225 | 1260 | x=((60+45)*12) | x 60 45 + 12 * = | x:dozen 60:dozen 45:dozen +:dozen 12:calorie *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 2688 | ((60*45)-12)=x | 60 45 * 12 - x = | 60:dozen 45:bar *:dozen 12:dozen -:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 3420 | (60*(45+12))=x | 60 45 12 + * x = | 60:dozen 45:bar 12:bar +:bar *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 1980 | (60*(45-12))=x | 60 45 12 - * x = | 60:calorie 45:dozen 12:dozen -:dozen *:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 225 | 225 | x=(60*(45/12)) | x 60 45 12 / * = | x:bar 60:calorie 45:bar 12:dozen /:bar *:bar =:bar
EXPR: 1 | POS | INT | 20 | 225 | 225 | (60*(45/12))=x | 60 45 12 / * x = | 60:calorie 45:dozen 12:bar /:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 1260 | ((60+45)*12)=x | 60 45 + 12 * x = | 60:calorie 45:calorie +:calorie 12:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 225 | 32400 | ((60*45)*12)=x | 60 45 * 12 * x = | 60:calorie 45:bar *:bar 12:dozen *:bar x:bar =:bar
EXPR: 0 | POS | INT | 20 | 225 | 32400 | x=(60*(45*12)) | x 60 45 12 * * = | x:dozen 60:bar 45:bar 12:dozen *:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 225 | 225 | x=((60*45)/12) | x 60 45 * 12 / = | x:dozen 60:bar 45:dozen *:dozen 12:calorie /:dozen =:dozen
NET 430 non-negative, integer-valued solutions found out of 1000 total solutions
