parameters: n=7 l=3 k=1 p=5 q=3 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 2208 | 138 | ((46/4)*12)=x | 46 4 / 12 * x = | 46:child 4:dozen /:child 12:pencil *:pencil x:pencil =:pencil
EXPR: 0 | POS | INT | 17 | 2208 | 49 | ((12/4)+46)=x | 12 4 / 46 + x = | 12:pencil 4:dozen /:pencil 46:pencil +:pencil x:pencil =:pencil
EXPR: 0 | POS | INT | 17 | 2208 | 368 | (12-(x/46))=4 | 12 x 46 / - 4 = | 12:pencil x:pencil 46:child /:pencil -:pencil 4:pencil =:pencil
EXPR: 0 | POS | INT | 17 | 2208 | 600 | 12=(x/(46+4)) | 12 x 46 4 + / = | 12:pencil x:pencil 46:dozen 4:dozen +:dozen /:pencil =:pencil
EXPR: 0 | POS | INT | 17 | 2208 | 600 | 12=(x/(46+4)) | 12 x 46 4 + / = | 12:pencil x:pencil 46:child 4:child +:child /:pencil =:pencil
EXPR: 0 | POS | INT | 17 | 2208 | 138 | ((4*x)/12)=46 | 4 x * 12 / 46 = | 4:dozen x:child *:child 12:pencil /:child 46:child =:child
EXPR: 0 | POS | INT | 17 | 2208 | 138 | ((4/12)*x)=46 | 4 12 / x * 46 = | 4:child 12:pencil /:child x:pencil *:child 46:child =:child
EXPR: 0 | POS | INT | 17 | 2208 | 196 | 12=(x-(46*4)) | 12 x 46 4 * - = | 12:pencil x:pencil 46:child 4:pencil *:pencil -:pencil =:pencil
EXPR: 0 | POS | INT | 17 | 2208 | 138 | (12*(46/x))=4 | 12 46 x / * 4 = | 12:dozen 46:child x:pencil /:child *:dozen 4:dozen =:dozen
EXPR: 1 | POS | INT | 17 | 2208 | 2208 | (4*12)=(x/46) | 4 12 * x 46 / = | 4:dozen 12:pencil *:pencil x:pencil 46:child /:pencil =:pencil
EXPR: 0 | POS | INT | 17 | 2208 | 368 | 4=(12-(x/46)) | 4 12 x 46 / - = | 4:pencil 12:pencil x:pencil 46:child /:pencil -:pencil =:pencil
EXPR: 1 | POS | INT | 17 | 2208 | 2208 | 12=(x/(46*4)) | 12 x 46 4 * / = | 12:pencil x:pencil 46:pencil 4:dozen *:dozen /:pencil =:pencil
EXPR: 0 | POS | INT | 17 | 2208 | 196 | 4=((x-12)/46) | 4 x 12 - 46 / = | 4:pencil x:pencil 12:pencil -:pencil 46:child /:pencil =:pencil
EXPR: 0 | POS | INT | 17 | 2208 | 172 | 4=((x+12)/46) | 4 x 12 + 46 / = | 4:pencil x:pencil 12:pencil +:pencil 46:child /:pencil =:pencil
EXPR: 0 | POS | INT | 17 | 2208 | 138 | 4=(12*(46/x)) | 4 12 46 x / * = | 4:dozen 12:dozen 46:child x:pencil /:child *:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 2208 | 172 | ((12+x)/46)=4 | 12 x + 46 / 4 = | 12:pencil x:pencil +:pencil 46:child /:pencil 4:pencil =:pencil
EXPR: 0 | POS | INT | 17 | 2208 | 138 | (x*(4/12))=46 | x 4 12 / * 46 = | x:pencil 4:child 12:pencil /:child *:child 46:child =:child
EXPR: 0 | POS | INT | 17 | 2208 | 196 | 12=(x-(46*4)) | 12 x 46 4 * - = | 12:pencil x:pencil 46:pencil 4:dozen *:pencil -:pencil =:pencil
EXPR: 0 | POS | INT | 17 | 2208 | 504 | 12=(x/(46-4)) | 12 x 46 4 - / = | 12:pencil x:pencil 46:child 4:child -:child /:pencil =:pencil
EXPR: 0 | POS | INT | 17 | 2208 | 138 | (x*(4/12))=46 | x 4 12 / * 46 = | x:pencil 4:dozen 12:pencil /:dozen *:dozen 46:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 2208 | 138 | ((4/12)*x)=46 | 4 12 / x * 46 = | 4:dozen 12:pencil /:dozen x:pencil *:pencil 46:pencil =:pencil
EXPR: 0 | POS | INT | 17 | 2208 | 138 | ((4/12)*x)=46 | 4 12 / x * 46 = | 4:dozen 12:pencil /:dozen x:child *:child 46:child =:child
EXPR: 0 | POS | INT | 18 | 2208 | 138 | x=((12/4)*46) | x 12 4 / 46 * = | x:child 12:pencil 4:dozen /:pencil 46:child *:child =:child
EXPR: 0 | POS | INT | 18 | 2208 | 138 | ((12/4)*46)=x | 12 4 / 46 * x = | 12:pencil 4:dozen /:pencil 46:child *:child x:child =:child
EXPR: 0 | POS | INT | 18 | 2208 | 49 | x=((12/4)+46) | x 12 4 / 46 + = | x:pencil 12:pencil 4:dozen /:pencil 46:pencil +:pencil =:pencil
EXPR: 0 | POS | INT | 18 | 2208 | 138 | ((12/4)*46)=x | 12 4 / 46 * x = | 12:pencil 4:child /:pencil 46:child *:pencil x:pencil =:pencil
EXPR: 0 | POS | INT | 18 | 2208 | 138 | x=((12/4)*46) | x 12 4 / 46 * = | x:pencil 12:pencil 4:dozen /:pencil 46:dozen *:pencil =:pencil
EXPR: 0 | POS | INT | 18 | 2208 | 368 | x=((12-4)*46) | x 12 4 - 46 * = | x:pencil 12:pencil 4:pencil -:pencil 46:child *:pencil =:pencil
EXPR: 0 | POS | INT | 18 | 2208 | 49 | ((12/4)+46)=x | 12 4 / 46 + x = | 12:pencil 4:dozen /:pencil 46:pencil +:pencil x:pencil =:pencil
EXPR: 0 | POS | INT | 18 | 2208 | 138 | ((12/4)*46)=x | 12 4 / 46 * x = | 12:pencil 4:dozen /:pencil 46:dozen *:pencil x:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 43 | 12=(4*(46-x)) | 12 4 46 x - * = | 12:pencil 4:dozen 46:pencil x:pencil -:pencil *:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 138 | 12=(4*(x/46)) | 12 4 x 46 / * = | 12:pencil 4:dozen x:pencil 46:dozen /:pencil *:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 138 | 12=(4*(x/46)) | 12 4 x 46 / * = | 12:dozen 4:dozen x:pencil 46:child /:pencil *:dozen =:dozen
EXPR: 0 | POS | INT | 19 | 2208 | 138 | 12=((4*x)/46) | 12 4 x * 46 / = | 12:dozen 4:dozen x:pencil *:dozen 46:child /:dozen =:dozen
EXPR: 0 | POS | INT | 19 | 2208 | 138 | (12/4)=(x/46) | 12 4 / x 46 / = | 12:pencil 4:dozen /:pencil x:pencil 46:child /:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 49 | 12=(4*(x-46)) | 12 4 x 46 - * = | 12:pencil 4:dozen x:pencil 46:pencil -:pencil *:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 138 | 12=((4/46)*x) | 12 4 46 / x * = | 12:pencil 4:dozen 46:pencil /:dozen x:pencil *:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 138 | 12=((4*x)/46) | 12 4 x * 46 / = | 12:pencil 4:dozen x:pencil *:pencil 46:dozen /:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 548 | 12=((4+x)/46) | 12 4 x + 46 / = | 12:pencil 4:pencil x:pencil +:pencil 46:child /:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 368 | 12=(4+(x/46)) | 12 4 x 46 / + = | 12:pencil 4:pencil x:pencil 46:child /:pencil +:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 138 | 12=(x*(4/46)) | 12 x 4 46 / * = | 12:pencil x:pencil 4:dozen 46:pencil /:dozen *:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 136 | (12+(x/4))=46 | 12 x 4 / + 46 = | 12:pencil x:pencil 4:dozen /:pencil +:pencil 46:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 138 | 12=((x*4)/46) | 12 x 4 * 46 / = | 12:dozen x:pencil 4:dozen *:dozen 46:child /:dozen =:dozen
EXPR: 0 | POS | INT | 19 | 2208 | 172 | ((12+x)/4)=46 | 12 x + 4 / 46 = | 12:pencil x:pencil +:pencil 4:dozen /:pencil 46:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 49 | (x-(12/4))=46 | x 12 4 / - 46 = | x:pencil 12:pencil 4:dozen /:pencil -:pencil 46:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 556 | 12=((x-4)/46) | 12 x 4 - 46 / = | 12:pencil x:pencil 4:pencil -:pencil 46:child /:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 548 | 12=((x+4)/46) | 12 x 4 + 46 / = | 12:pencil x:pencil 4:pencil +:pencil 46:child /:pencil =:pencil
EXPR: 0 | POS | INT | 19 | 2208 | 138 | 12=(x*(4/46)) | 12 x 4 46 / * = | 12:dozen x:pencil 4:dozen 46:child /:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 19 | 2208 | 43 | (x+(12/4))=46 | x 12 4 / + 46 = | x:pencil 12:pencil 4:dozen /:pencil +:pencil 46:pencil =:pencil
EXPR: 0 | POS | INT | 20 | 2208 | 600 | ((46+4)*12)=x | 46 4 + 12 * x = | 46:dozen 4:dozen +:dozen 12:pencil *:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 2208 | 2208 | (46*(4*12))=x | 46 4 12 * * x = | 46:dozen 4:dozen 12:pencil *:pencil *:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 2208 | 2208 | x=(46*(4*12)) | x 46 4 12 * * = | x:pencil 46:pencil 4:dozen 12:child *:dozen *:pencil =:pencil
NET 362 non-negative, integer-valued solutions found out of 1000 total solutions
