parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 28 | 80 | ((61+26)-7)=x | 61 26 + 7 - x = | 61:plate 26:plate +:plate 7:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 2013 | 61=(x/(26+7)) | 61 x 26 7 + / = | 61:NONE x:NONE 26:plate 7:plate +:plate /:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 28 | 1159 | 61=(x/(26-7)) | 61 x 26 7 - / = | 61:NONE x:NONE 26:plate 7:plate -:plate /:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 28 | 1593 | (x-(61*26))=7 | x 61 26 * - 7 = | x:plate 61:plate 26:NONE *:plate -:plate 7:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1768 | x=((61+7)*26) | x 61 7 + 26 * = | x:plate 61:plate 7:plate +:plate 26:NONE *:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1404 | 61=((x/26)+7) | 61 x 26 / 7 + = | 61:plate x:plate 26:NONE /:plate 7:plate +:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 453 | x=(26+(61*7)) | x 26 61 7 * + = | x:plate 26:plate 61:NONE 7:plate *:plate +:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 80 | (61+26)=(7+x) | 61 26 + 7 x + = | 61:plate 26:plate +:plate 7:plate x:plate +:plate =:plate
EXPR: 1 | POS | INT | 12 | 28 | 28 | (61-26)=(7+x) | 61 26 - 7 x + = | 61:plate 26:plate -:plate 7:plate x:plate +:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1404 | x=((61-7)*26) | x 61 7 - 26 * = | x:plate 61:plate 7:plate -:plate 26:NONE *:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1404 | ((61-7)*26)=x | 61 7 - 26 * x = | 61:plate 7:plate -:plate 26:NONE *:plate x:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 5 | (61-26)=(7*x) | 61 26 - 7 x * = | 61:plate 26:plate -:plate 7:plate x:NONE *:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1768 | 61=((x/26)-7) | 61 x 26 / 7 - = | 61:plate x:plate 26:NONE /:plate 7:plate -:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1768 | ((61+7)*26)=x | 61 7 + 26 * x = | 61:plate 7:plate +:plate 26:NONE *:plate x:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1404 | ((61-7)*26)=x | 61 7 - 26 * x = | 61:plate 7:plate -:plate 26:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 28 | 453 | (26+(61*7))=x | 26 61 7 * + x = | 26:plate 61:plate 7:NONE *:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1768 | ((61+7)*26)=x | 61 7 + 26 * x = | 61:plate 7:plate +:plate 26:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 28 | 121 | 61=((26*7)-x) | 61 26 7 * x - = | 61:plate 26:plate 7:NONE *:plate x:plate -:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 453 | x=((61*7)+26) | x 61 7 * 26 + = | x:plate 61:NONE 7:plate *:plate 26:plate +:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 121 | ((61+x)/26)=7 | 61 x + 26 / 7 = | 61:plate x:plate +:plate 26:NONE /:plate 7:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1404 | (26*(61-7))=x | 26 61 7 - * x = | 26:NONE 61:plate 7:plate -:plate *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 28 | 1768 | (26*(61+7))=x | 26 61 7 + * x = | 26:NONE 61:plate 7:plate +:plate *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 28 | 1404 | x=((61-7)*26) | x 61 7 - 26 * = | x:NONE 61:plate 7:plate -:plate 26:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 28 | 121 | 61=((26*7)-x) | 61 26 7 * x - = | 61:plate 26:NONE 7:plate *:plate x:plate -:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 243 | ((x-61)/26)=7 | x 61 - 26 / 7 = | x:plate 61:plate -:plate 26:NONE /:plate 7:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 121 | ((x+61)/26)=7 | x 61 + 26 / 7 = | x:plate 61:plate +:plate 26:NONE /:plate 7:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 453 | (26+(61*7))=x | 26 61 7 * + x = | 26:plate 61:NONE 7:plate *:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 453 | ((61*7)+26)=x | 61 7 * 26 + x = | 61:plate 7:NONE *:plate 26:plate +:plate x:plate =:plate
EXPR: 1 | POS | INT | 12 | 28 | 28 | (61-x)=(26+7) | 61 x - 26 7 + = | 61:plate x:plate -:plate 26:plate 7:plate +:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 11102 | 61=(x/(26*7)) | 61 x 26 7 * / = | 61:plate x:plate 26:plate 7:NONE *:NONE /:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 11102 | 61=(x/(26*7)) | 61 x 26 7 * / = | 61:plate x:plate 26:NONE 7:plate *:NONE /:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 243 | 61=(x-(26*7)) | 61 x 26 7 * - = | 61:plate x:plate 26:NONE 7:plate *:plate -:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1579 | ((61*26)-x)=7 | 61 26 * x - 7 = | 61:NONE 26:plate *:plate x:plate -:plate 7:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 245 | 61=(26+(x/7)) | 61 26 x 7 / + = | 61:plate 26:plate x:plate 7:NONE /:plate +:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 42 | (61-x)=(26-7) | 61 x - 26 7 - = | 61:plate x:plate -:plate 26:plate 7:plate -:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 453 | x=((61*7)+26) | x 61 7 * 26 + = | x:plate 61:plate 7:NONE *:plate 26:plate +:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 401 | x=((61*7)-26) | x 61 7 * 26 - = | x:plate 61:plate 7:NONE *:plate 26:plate -:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 5 | 61=(26+(7*x)) | 61 26 7 x * + = | 61:plate 26:plate 7:NONE x:plate *:plate +:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 80 | (x-61)=(26-7) | x 61 - 26 7 - = | x:plate 61:plate -:plate 26:plate 7:plate -:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1404 | (26*(61-7))=x | 26 61 7 - * x = | 26:NONE 61:plate 7:plate -:plate *:plate x:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1768 | (26*(61+7))=x | 26 61 7 + * x = | 26:NONE 61:plate 7:plate +:plate *:plate x:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 94 | (x-61)=(26+7) | x 61 - 26 7 + = | x:plate 61:plate -:plate 26:plate 7:plate +:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 5 | 61=(26+(x*7)) | 61 26 x 7 * + = | 61:plate 26:plate x:plate 7:NONE *:plate +:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 453 | x=(26+(61*7)) | x 26 61 7 * + = | x:plate 26:plate 61:plate 7:NONE *:plate +:plate =:plate
NET 370 non-negative, integer-valued solutions found out of 1000 total solutions
