parameters: n=11 l=5 k=1 p=5 q=1 m=11
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 4 | 30 | x=((7+((12+4)-6))+13) | x 7 12 4 + 6 - + 13 + = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar 6:dollar -:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 8 | x=(7+((12-4)+(6-13))) | x 7 12 4 - 6 13 - + + = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar 6:dollar 13:dollar -:dollar +:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 1 | 4 | 4 | x=((((7+12)+4)-6)-13) | x 7 12 + 4 + 6 - 13 - = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar +:dollar 6:dollar -:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 30 | x=(((7+12)+4)-(6-13)) | x 7 12 + 4 + 6 13 - - = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar +:dollar 6:dollar 13:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 18 | x=(((7-12)+(4+6))+13) | x 7 12 - 4 6 + + 13 + = | x:dollar 7:dollar 12:dollar -:dollar 4:dollar 6:dollar +:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 10 | x=((7-((12+4)-6))+13) | x 7 12 4 + 6 - - 13 + = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar 6:dollar -:dollar -:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 30 | x=((((7+12)+4)-6)+13) | x 7 12 + 4 + 6 - 13 + = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar +:dollar 6:dollar -:dollar 13:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 1 | 4 | 4 | x=(7+((12+4)-(6+13))) | x 7 12 4 + 6 13 + - + = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar 6:dollar 13:dollar +:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 18 | x=((((7-12)+4)+6)+13) | x 7 12 - 4 + 6 + 13 + = | x:dollar 7:dollar 12:dollar -:dollar 4:dollar +:dollar 6:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 30 | x=((7+12)+((4-6)+13)) | x 7 12 + 4 6 - 13 + + = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar 6:dollar -:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 30 | x=((7+((12+4)-6))+13) | x 7 12 4 + 6 - + 13 + = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar 6:dollar -:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 16 | x=((7+12)+((4+6)-13)) | x 7 12 + 4 6 + 13 - + = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar 6:dollar +:dollar 13:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 22 | x=(7+(((12-4)-6)+13)) | x 7 12 4 - 6 - 13 + + = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar 6:dollar -:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 10 | x=(7-((12+4)-(6+13))) | x 7 12 4 + 6 13 + - - = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar 6:dollar 13:dollar +:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 22 | x=((((7+12)-4)-6)+13) | x 7 12 + 4 - 6 - 13 + = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar -:dollar 6:dollar -:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 42 | x=((7+((12+4)+6))+13) | x 7 12 4 + 6 + + 13 + = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar 6:dollar +:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 30 | x=(((7+(12+4))-6)+13) | x 7 12 4 + + 6 - 13 + = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar +:dollar 6:dollar -:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 16 | x=(((7+12)+4)+(6-13)) | x 7 12 + 4 + 6 13 - + = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar +:dollar 6:dollar 13:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 22 | x=(((7+12)-4)-(6-13)) | x 7 12 + 4 - 6 13 - - = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar -:dollar 6:dollar 13:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 42 | x=((7+(12+4))+(6+13)) | x 7 12 4 + + 6 13 + + = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar +:dollar 6:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 42 | x=(((7+12)+4)+(6+13)) | x 7 12 + 4 + 6 13 + + = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar +:dollar 6:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 42 | x=((7+(12+(4+6)))+13) | x 7 12 4 6 + + + 13 + = | x:dollar 7:dollar 12:dollar 4:dollar 6:dollar +:dollar +:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 1 | 4 | 4 | x=(((7+(12+4))-6)-13) | x 7 12 4 + + 6 - 13 - = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar +:dollar 6:dollar -:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 10 | x=(7-(12+(4-(6+13)))) | x 7 12 4 6 13 + - + - = | x:dollar 7:dollar 12:dollar 4:dollar 6:dollar 13:dollar +:dollar -:dollar +:dollar -:dollar =:dollar
EXPR: 1 | POS | INT | 1 | 4 | 4 | x=((7+(12+4))-(6+13)) | x 7 12 4 + + 6 13 + - = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar +:dollar 6:dollar 13:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 34 | x=((7+(12-(4-6)))+13) | x 7 12 4 6 - - + 13 + = | x:dollar 7:dollar 12:dollar 4:dollar 6:dollar -:dollar -:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 1 | 4 | 4 | x=(7+(12+(4-(6+13)))) | x 7 12 4 6 13 + - + + = | x:dollar 7:dollar 12:dollar 4:dollar 6:dollar 13:dollar +:dollar -:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 18 | x=((7-((12-4)-6))+13) | x 7 12 4 - 6 - - 13 + = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar 6:dollar -:dollar -:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 22 | x=(7+((12-4)-(6-13))) | x 7 12 4 - 6 13 - - + = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar 6:dollar 13:dollar -:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 42 | x=((7+12)+((4+6)+13)) | x 7 12 + 4 6 + 13 + + = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar 6:dollar +:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 8 | x=((7+(12-(4-6)))-13) | x 7 12 4 6 - - + 13 - = | x:dollar 7:dollar 12:dollar 4:dollar 6:dollar -:dollar -:dollar +:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 22 | x=((7+(12-(4+6)))+13) | x 7 12 4 6 + - + 13 + = | x:dollar 7:dollar 12:dollar 4:dollar 6:dollar +:dollar -:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 6 | x=(7-((12-4)+(6-13))) | x 7 12 4 - 6 13 - + - = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar 6:dollar 13:dollar -:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 6 | x=(7-((12-(4-6))-13)) | x 7 12 4 6 - - 13 - - = | x:dollar 7:dollar 12:dollar 4:dollar 6:dollar -:dollar -:dollar 13:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 18 | x=((7-(12-(4+6)))+13) | x 7 12 4 6 + - - 13 + = | x:dollar 7:dollar 12:dollar 4:dollar 6:dollar +:dollar -:dollar -:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 8 | x=(((7+(12-4))+6)-13) | x 7 12 4 - + 6 + 13 - = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar +:dollar 6:dollar +:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 18 | x=(7-((12-4)-(6+13))) | x 7 12 4 - 6 13 + - - = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar 6:dollar 13:dollar +:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 6 | x=(((7-12)+4)-(6-13)) | x 7 12 - 4 + 6 13 - - = | x:dollar 7:dollar 12:dollar -:dollar 4:dollar +:dollar 6:dollar 13:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 22 | x=(((7+(12-4))-6)+13) | x 7 12 4 - + 6 - 13 + = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar +:dollar 6:dollar -:dollar 13:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 1 | 4 | 4 | x=((7+(12+(4-6)))-13) | x 7 12 4 6 - + + 13 - = | x:dollar 7:dollar 12:dollar 4:dollar 6:dollar -:dollar +:dollar +:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 6 | x=((7-(12-(4-6)))+13) | x 7 12 4 6 - - - 13 + = | x:dollar 7:dollar 12:dollar 4:dollar 6:dollar -:dollar -:dollar -:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 18 | x=(7-(((12-4)-6)-13)) | x 7 12 4 - 6 - 13 - - = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar 6:dollar -:dollar 13:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 10 | x=(((7-(12+4))+6)+13) | x 7 12 4 + - 6 + 13 + = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar -:dollar 6:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 10 | x=(((7-12)-(4-6))+13) | x 7 12 - 4 6 - - 13 + = | x:dollar 7:dollar 12:dollar -:dollar 4:dollar 6:dollar -:dollar -:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 10 | x=((7-(12+4))+(6+13)) | x 7 12 4 + - 6 13 + + = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar -:dollar 6:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 8 | x=((7+(12-4))+(6-13)) | x 7 12 4 - + 6 13 - + = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar +:dollar 6:dollar 13:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 18 | x=((7-(12-4))+(6+13)) | x 7 12 4 - - 6 13 + + = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar -:dollar 6:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 22 | x=((7+(12-4))-(6-13)) | x 7 12 4 - + 6 13 - - = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar +:dollar 6:dollar 13:dollar -:dollar -:dollar =:dollar
EXPR: 1 | POS | INT | 1 | 4 | 4 | x=(((7+12)+(4-6))-13) | x 7 12 + 4 6 - + 13 - = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar 6:dollar -:dollar +:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 34 | x=(((7+12)-(4-6))+13) | x 7 12 + 4 6 - - 13 + = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar 6:dollar -:dollar -:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 8 | x=(((7+12)-(4-6))-13) | x 7 12 + 4 6 - - 13 - = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar 6:dollar -:dollar -:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 42 | x=(7+(((12+4)+6)+13)) | x 7 12 4 + 6 + 13 + + = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar 6:dollar +:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 6 | x=(7-(12-(4-(6-13)))) | x 7 12 4 6 13 - - - - = | x:dollar 7:dollar 12:dollar 4:dollar 6:dollar 13:dollar -:dollar -:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 16 | x=((7+(12+4))+(6-13)) | x 7 12 4 + + 6 13 - + = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar +:dollar 6:dollar 13:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 34 | x=(((7+(12-4))+6)+13) | x 7 12 4 - + 6 + 13 + = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar +:dollar 6:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 16 | x=(((7+(12+4))+6)-13) | x 7 12 4 + + 6 + 13 - = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar +:dollar 6:dollar +:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 30 | x=((7+(12+4))-(6-13)) | x 7 12 4 + + 6 13 - - = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar +:dollar 6:dollar 13:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 30 | x=(((7+12)+(4-6))+13) | x 7 12 + 4 6 - + 13 + = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar 6:dollar -:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 42 | x=(((7+(12+4))+6)+13) | x 7 12 4 + + 6 + 13 + = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar +:dollar 6:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 34 | x=((7+(12-4))+(6+13)) | x 7 12 4 - + 6 13 + + = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar +:dollar 6:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 34 | x=(7+(12-(4-(6+13)))) | x 7 12 4 6 13 + - - + = | x:dollar 7:dollar 12:dollar 4:dollar 6:dollar 13:dollar +:dollar -:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 4 | 6 | x=(((7-12)+(4-6))+13) | x 7 12 - 4 6 - + 13 + = | x:dollar 7:dollar 12:dollar -:dollar 4:dollar 6:dollar -:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 4 | 28 | 7=((12+4)-((x-6)-13)) | 7 12 4 + x 6 - 13 - - = | 7:dollar 12:dollar 4:dollar +:dollar x:dollar 6:dollar -:dollar 13:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 22 | x=(7-(((4-12)+6)-13)) | x 7 4 12 - 6 + 13 - - = | x:dollar 7:dollar 4:dollar 12:dollar -:dollar 6:dollar +:dollar 13:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 34 | x=(12+(7-((4-6)-13))) | x 12 7 4 6 - 13 - - + = | x:dollar 12:dollar 7:dollar 4:dollar 6:dollar -:dollar 13:dollar -:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 8 | x=(12-((7+(4+6))-13)) | x 12 7 4 6 + + 13 - - = | x:dollar 12:dollar 7:dollar 4:dollar 6:dollar +:dollar +:dollar 13:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 16 | x=(12-(7-((4-6)+13))) | x 12 7 4 6 - 13 + - - = | x:dollar 12:dollar 7:dollar 4:dollar 6:dollar -:dollar 13:dollar +:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 6 | x=((7-12)+(4+(13-6))) | x 7 12 - 4 13 6 - + + = | x:dollar 7:dollar 12:dollar -:dollar 4:dollar 13:dollar 6:dollar -:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 8 | x=(12-(7+((4+6)-13))) | x 12 7 4 6 + 13 - + - = | x:dollar 12:dollar 7:dollar 4:dollar 6:dollar +:dollar 13:dollar -:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 2 | x=((12-7)+(4+(6-13))) | x 12 7 - 4 6 13 - + + = | x:dollar 12:dollar 7:dollar -:dollar 4:dollar 6:dollar 13:dollar -:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 22 | x=(12+((7-(4+6))+13)) | x 12 7 4 6 + - 13 + + = | x:dollar 12:dollar 7:dollar 4:dollar 6:dollar +:dollar -:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 10 | 4 | 4 | x=(((7+12)-6)+(4-13)) | x 7 12 + 6 - 4 13 - + = | x:dollar 7:dollar 12:dollar +:dollar 6:dollar -:dollar 4:dollar 13:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 2 | x=(12-(7-((4+6)-13))) | x 12 7 4 6 + 13 - - - = | x:dollar 12:dollar 7:dollar 4:dollar 6:dollar +:dollar 13:dollar -:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 20 | x=(12-(7+((4-6)-13))) | x 12 7 4 6 - 13 - + - = | x:dollar 12:dollar 7:dollar 4:dollar 6:dollar -:dollar 13:dollar -:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 16 | x=((12-7)+(4-(6-13))) | x 12 7 - 4 6 13 - - + = | x:dollar 12:dollar 7:dollar -:dollar 4:dollar 6:dollar 13:dollar -:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 20 | x=(((12-7)-4)+(6+13)) | x 12 7 - 4 - 6 13 + + = | x:dollar 12:dollar 7:dollar -:dollar 4:dollar -:dollar 6:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 30 | x=((7+12)+(4+(13-6))) | x 7 12 + 4 13 6 - + + = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar 13:dollar 6:dollar -:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 2 | x=(12-((7-(4+6))+13)) | x 12 7 4 6 + - 13 + - = | x:dollar 12:dollar 7:dollar 4:dollar 6:dollar +:dollar -:dollar 13:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 8 | x=((7+((12-4)-13))+6) | x 7 12 4 - 13 - + 6 + = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar 13:dollar -:dollar +:dollar 6:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 10 | 4 | 4 | x=(12+(((7+4)-6)-13)) | x 12 7 4 + 6 - 13 - + = | x:dollar 12:dollar 7:dollar 4:dollar +:dollar 6:dollar -:dollar 13:dollar -:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 10 | 4 | 4 | x=(7+(((12+4)-13)-6)) | x 7 12 4 + 13 - 6 - + = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar 13:dollar -:dollar 6:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 8 | x=((7+12)-(4+(13-6))) | x 7 12 + 4 13 6 - + - = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar 13:dollar 6:dollar -:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 28 | x=(((12-7)+4)+(6+13)) | x 12 7 - 4 + 6 13 + + = | x:dollar 12:dollar 7:dollar -:dollar 4:dollar +:dollar 6:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 16 | x=((12-7)+((4-6)+13)) | x 12 7 - 4 6 - 13 + + = | x:dollar 12:dollar 7:dollar -:dollar 4:dollar 6:dollar -:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 30 | x=(12+(7+((4-6)+13))) | x 12 7 4 6 - 13 + + + = | x:dollar 12:dollar 7:dollar 4:dollar 6:dollar -:dollar 13:dollar +:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 16 | x=((7+12)+(4-(13-6))) | x 7 12 + 4 13 6 - - + = | x:dollar 7:dollar 12:dollar +:dollar 4:dollar 13:dollar 6:dollar -:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 8 | x=(12-(((7+4)+6)-13)) | x 12 7 4 + 6 + 13 - - = | x:dollar 12:dollar 7:dollar 4:dollar +:dollar 6:dollar +:dollar 13:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 16 | x=(12+(((7+4)+6)-13)) | x 12 7 4 + 6 + 13 - + = | x:dollar 12:dollar 7:dollar 4:dollar +:dollar 6:dollar +:dollar 13:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 30 | x=(7+(((12+4)+13)-6)) | x 7 12 4 + 13 + 6 - + = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar 13:dollar +:dollar 6:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 16 | x=(12+((7+(4+6))-13)) | x 12 7 4 6 + + 13 - + = | x:dollar 12:dollar 7:dollar 4:dollar 6:dollar +:dollar +:dollar 13:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 30 | x=(12+((7+4)-(6-13))) | x 12 7 4 + 6 13 - - + = | x:dollar 12:dollar 7:dollar 4:dollar +:dollar 6:dollar 13:dollar -:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 16 | x=(12-(((7-4)+6)-13)) | x 12 7 4 - 6 + 13 - - = | x:dollar 12:dollar 7:dollar 4:dollar -:dollar 6:dollar +:dollar 13:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 42 | x=(12+(7+((4+6)+13))) | x 12 7 4 6 + 13 + + + = | x:dollar 12:dollar 7:dollar 4:dollar 6:dollar +:dollar 13:dollar +:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 16 | x=(12+((7+4)+(6-13))) | x 12 7 4 + 6 13 - + + = | x:dollar 12:dollar 7:dollar 4:dollar +:dollar 6:dollar 13:dollar -:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 28 | x=((12-7)+(4+(6+13))) | x 12 7 - 4 6 13 + + + = | x:dollar 12:dollar 7:dollar -:dollar 4:dollar 6:dollar 13:dollar +:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 30 | x=(12+(((7+4)-6)+13)) | x 12 7 4 + 6 - 13 + + = | x:dollar 12:dollar 7:dollar 4:dollar +:dollar 6:dollar -:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 22 | x=((7+((12-4)+13))-6) | x 7 12 4 - 13 + + 6 - = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar 13:dollar +:dollar +:dollar 6:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 8 | x=(12+(((7-4)+6)-13)) | x 12 7 4 - 6 + 13 - + = | x:dollar 12:dollar 7:dollar 4:dollar -:dollar 6:dollar +:dollar 13:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 34 | x=((7+((12-4)+13))+6) | x 7 12 4 - 13 + + 6 + = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar 13:dollar +:dollar +:dollar 6:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 22 | x=(7+(((12-4)+13)-6)) | x 7 12 4 - 13 + 6 - + = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar 13:dollar +:dollar 6:dollar -:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 10 | 4 | 4 | x=(12+((7+4)-(6+13))) | x 12 7 4 + 6 13 + - + = | x:dollar 12:dollar 7:dollar 4:dollar +:dollar 6:dollar 13:dollar +:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 34 | x=(12+(((7-4)+6)+13)) | x 12 7 4 - 6 + 13 + + = | x:dollar 12:dollar 7:dollar 4:dollar -:dollar 6:dollar +:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 34 | x=(7+(((12-4)+13)+6)) | x 7 12 4 - 13 + 6 + + = | x:dollar 7:dollar 12:dollar 4:dollar -:dollar 13:dollar +:dollar 6:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 34 | x=(12+((7-4)+(6+13))) | x 12 7 4 - 6 13 + + + = | x:dollar 12:dollar 7:dollar 4:dollar -:dollar 6:dollar 13:dollar +:dollar +:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 10 | 4 | 4 | x=(12+(7+((4-6)-13))) | x 12 7 4 6 - 13 - + + = | x:dollar 12:dollar 7:dollar 4:dollar 6:dollar -:dollar 13:dollar -:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 20 | x=((12-7)-(4-(6+13))) | x 12 7 - 4 6 13 + - - = | x:dollar 12:dollar 7:dollar -:dollar 4:dollar 6:dollar 13:dollar +:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 22 | x=(12+(((7-4)-6)+13)) | x 12 7 4 - 6 - 13 + + = | x:dollar 12:dollar 7:dollar 4:dollar -:dollar 6:dollar -:dollar 13:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 30 | x=((7+((12+4)+13))-6) | x 7 12 4 + 13 + + 6 - = | x:dollar 7:dollar 12:dollar 4:dollar +:dollar 13:dollar +:dollar +:dollar 6:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 8 | x=(12+((7-4)+(6-13))) | x 12 7 4 - 6 13 - + + = | x:dollar 12:dollar 7:dollar 4:dollar -:dollar 6:dollar 13:dollar -:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 8 | x=((12-7)-((4+6)-13)) | x 12 7 - 4 6 + 13 - - = | x:dollar 12:dollar 7:dollar -:dollar 4:dollar 6:dollar +:dollar 13:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 4 | 42 | x=(12+((7+(4+6))+13)) | x 12 7 4 6 + + 13 + + = | x:dollar 12:dollar 7:dollar 4:dollar 6:dollar +:dollar +:dollar 13:dollar +:dollar +:dollar =:dollar
