parameters: n=7 l=3 k=1 p=5 q=3 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 2 | 35 | 170 | (85*(10/x))=5 | 85 10 x / * 5 = | 85:dollar 10:book x:money /:book *:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 27 | 5=(85/(x-10)) | 5 85 x 10 - / = | 5:dollar 85:dollar x:money 10:money -:money /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 7 | 5=(85/(x+10)) | 5 85 x 10 + / = | 5:dollar 85:dollar x:money 10:money +:money /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 170 | ((x/10)*5)=85 | x 10 / 5 * 85 = | x:money 10:book /:money 5:dollar *:dollar 85:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 15 | 5=((85-10)/x) | 5 85 10 - x / = | 5:dollar 85:dollar 10:dollar -:dollar x:money /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 19 | ((x*5)-85)=10 | x 5 * 85 - 10 = | x:money 5:dollar *:dollar 85:dollar -:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 19 | ((5*x)-85)=10 | 5 x * 85 - 10 = | 5:dollar x:money *:dollar 85:dollar -:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 4250 | 5=(x/(85*10)) | 5 x 85 10 * / = | 5:money x:money 85:dollar 10:book *:dollar /:money =:money
EXPR: 0 | POS | INT | 27 | 35 | 170 | 5=((85/x)*10) | 5 85 x / 10 * = | 5:dollar 85:dollar x:money /:dollar 10:money *:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 855 | 5=(x-(85*10)) | 5 x 85 10 * - = | 5:dollar x:dollar 85:dollar 10:book *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 170 | (5*(x/85))=10 | 5 x 85 / * 10 = | 5:dollar x:money 85:dollar /:money *:money 10:money =:money
EXPR: 0 | POS | INT | 27 | 35 | 170 | 5=(10*(85/x)) | 5 10 85 x / * = | 5:dollar 10:book 85:dollar x:money /:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 170 | ((5*x)/85)=10 | 5 x * 85 / 10 = | 5:dollar x:money *:money 85:dollar /:money 10:money =:money
EXPR: 0 | POS | INT | 27 | 35 | 170 | ((x*5)/85)=10 | x 5 * 85 / 10 = | x:money 5:book *:book 85:dollar /:book 10:book =:book
EXPR: 0 | POS | INT | 27 | 35 | 170 | ((x*5)/85)=10 | x 5 * 85 / 10 = | x:book 5:dollar *:book 85:dollar /:book 10:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 435 | x=((85*5)+10) | x 85 5 * 10 + = | x:money 85:dollar 5:money *:money 10:money +:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=((85*10)/5) | x 85 10 * 5 / = | x:book 85:money 10:book *:book 5:money /:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 375 | x=((85-10)*5) | x 85 10 - 5 * = | x:dollar 85:dollar 10:dollar -:dollar 5:book *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 375 | x=((85-10)*5) | x 85 10 - 5 * = | x:dollar 85:dollar 10:dollar -:dollar 5:money *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 70 | x=((85-5)-10) | x 85 5 - 10 - = | x:dollar 85:dollar 5:dollar -:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=((85*10)/5) | x 85 10 * 5 / = | x:money 85:money 10:dollar *:money 5:book /:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=((85*10)/5) | x 85 10 * 5 / = | x:book 85:book 10:dollar *:book 5:dollar /:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=(10*(85/5)) | x 10 85 5 / * = | x:money 10:money 85:dollar 5:money /:dollar *:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 90 | x=((85-5)+10) | x 85 5 - 10 + = | x:dollar 85:dollar 5:dollar -:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 19 | x=((85+10)/5) | x 85 10 + 5 / = | x:book 85:book 10:book +:book 5:money /:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 19 | x=((85+10)/5) | x 85 10 + 5 / = | x:dollar 85:dollar 10:dollar +:dollar 5:book /:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=(10*(85/5)) | x 10 85 5 / * = | x:money 10:money 85:book 5:dollar /:book *:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 1275 | x=(85*(10+5)) | x 85 10 5 + * = | x:book 85:money 10:book 5:book +:book *:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 475 | x=((85+10)*5) | x 85 10 + 5 * = | x:book 85:dollar 10:dollar +:dollar 5:book *:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 855 | x=((85*10)+5) | x 85 10 * 5 + = | x:money 85:money 10:dollar *:money 5:money +:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 90 | x=(10+(85-5)) | x 10 85 5 - + = | x:dollar 10:dollar 85:dollar 5:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 425 | x=(85*(10-5)) | x 85 10 5 - * = | x:book 85:money 10:book 5:book -:book *:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 475 | x=((85+10)*5) | x 85 10 + 5 * = | x:dollar 85:dollar 10:dollar +:dollar 5:money *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 475 | x=((85+10)*5) | x 85 10 + 5 * = | x:book 85:book 10:book +:book 5:money *:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 90 | x=((85+10)-5) | x 85 10 + 5 - = | x:book 85:book 10:book +:book 5:book -:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 100 | x=((85+10)+5) | x 85 10 + 5 + = | x:book 85:book 10:book +:book 5:book +:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 435 | x=((85*5)+10) | x 85 5 * 10 + = | x:book 85:dollar 5:book *:book 10:book +:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 80 | x=((85+5)-10) | x 85 5 + 10 - = | x:dollar 85:dollar 5:dollar +:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 135 | x=(85+(10*5)) | x 85 10 5 * + = | x:money 85:money 10:dollar 5:money *:money +:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 100 | x=(10+(85+5)) | x 10 85 5 + + = | x:dollar 10:dollar 85:dollar 5:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 415 | x=((85*5)-10) | x 85 5 * 10 - = | x:book 85:dollar 5:book *:book 10:book -:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 435 | x=(10+(85*5)) | x 10 85 5 * + = | x:money 10:money 85:dollar 5:money *:money +:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 475 | x=((85+10)*5) | x 85 10 + 5 * = | x:dollar 85:dollar 10:dollar +:dollar 5:book *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 900 | x=((85+5)*10) | x 85 5 + 10 * = | x:dollar 85:dollar 5:dollar +:dollar 10:money *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=(85*(10/5)) | x 85 10 5 / * = | x:money 85:money 10:dollar 5:money /:dollar *:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 375 | x=((85-10)*5) | x 85 10 - 5 * = | x:book 85:dollar 10:dollar -:dollar 5:book *:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 415 | x=((85*5)-10) | x 85 5 * 10 - = | x:money 85:dollar 5:money *:money 10:money -:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 15 | x=((85-10)/5) | x 85 10 - 5 / = | x:book 85:book 10:book -:book 5:money /:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=((85/5)*10) | x 85 5 / 10 * = | x:money 85:money 5:book /:money 10:book *:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=((85/5)*10) | x 85 5 / 10 * = | x:money 85:money 5:dollar /:money 10:dollar *:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 15 | x=((85-10)/5) | x 85 10 - 5 / = | x:dollar 85:dollar 10:dollar -:dollar 5:money /:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=(85*(10/5)) | x 85 10 5 / * = | x:money 85:money 10:dollar 5:book /:dollar *:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 415 | x=((85*5)-10) | x 85 5 * 10 - = | x:money 85:money 5:dollar *:money 10:money -:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 435 | x=((85*5)+10) | x 85 5 * 10 + = | x:money 85:money 5:dollar *:money 10:money +:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 27 | x=((85/5)+10) | x 85 5 / 10 + = | x:money 85:money 5:dollar /:money 10:money +:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=(85*(10/5)) | x 85 10 5 / * = | x:book 85:book 10:money 5:dollar /:money *:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 8 | x=((85-5)/10) | x 85 5 - 10 / = | x:dollar 85:dollar 5:dollar -:dollar 10:money /:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=(10*(85/5)) | x 10 85 5 / * = | x:book 10:book 85:money 5:dollar /:money *:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 100 | x=((85+5)+10) | x 85 5 + 10 + = | x:dollar 85:dollar 5:dollar +:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=(10*(85/5)) | x 10 85 5 / * = | x:money 10:dollar 85:money 5:dollar /:money *:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 1275 | x=(85*(10+5)) | x 85 10 5 + * = | x:dollar 85:dollar 10:money 5:money +:money *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 17 | x=(85/(10-5)) | x 85 10 5 - / = | x:dollar 85:dollar 10:money 5:money -:money /:dollar =:dollar
EXPR: 1 | POS | INT | 30 | 35 | 35 | x=(85-(10*5)) | x 85 10 5 * - = | x:money 85:money 10:dollar 5:money *:money -:money =:money
EXPR: 1 | POS | INT | 30 | 35 | 35 | x=(85-(10*5)) | x 85 10 5 * - = | x:money 85:money 10:money 5:book *:money -:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 135 | x=(85+(10*5)) | x 85 10 5 * + = | x:money 85:money 10:money 5:book *:money +:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 83 | x=(85-(10/5)) | x 85 10 5 / - = | x:money 85:money 10:money 5:book /:money -:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 87 | x=(85+(10/5)) | x 85 10 5 / + = | x:money 85:money 10:money 5:book /:money +:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 83 | x=(85-(10/5)) | x 85 10 5 / - = | x:dollar 85:dollar 10:dollar 5:book /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 83 | x=(85-(10/5)) | x 85 10 5 / - = | x:dollar 85:dollar 10:dollar 5:money /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=(85*(10/5)) | x 85 10 5 / * = | x:dollar 85:dollar 10:money 5:book /:money *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 435 | x=(10+(85*5)) | x 10 85 5 * + = | x:book 10:book 85:dollar 5:book *:book +:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=(85*(10/5)) | x 85 10 5 / * = | x:money 85:book 10:money 5:book /:money *:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 845 | x=((85*10)-5) | x 85 10 * 5 - = | x:book 85:money 10:book *:book 5:book -:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 855 | x=((85*10)+5) | x 85 10 * 5 + = | x:book 85:money 10:book *:book 5:book +:book =:book
EXPR: 1 | POS | INT | 30 | 35 | 35 | x=(85-(10*5)) | x 85 10 5 * - = | x:dollar 85:dollar 10:dollar 5:book *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 415 | x=((85*5)-10) | x 85 5 * 10 - = | x:book 85:book 5:dollar *:book 10:book -:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 7 | x=((85/5)-10) | x 85 5 / 10 - = | x:book 85:book 5:dollar /:book 10:book -:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 27 | x=((85/5)+10) | x 85 5 / 10 + = | x:book 85:book 5:dollar /:book 10:book +:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 435 | x=((85*5)+10) | x 85 5 * 10 + = | x:book 85:book 5:dollar *:book 10:book +:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 83 | x=(85-(10/5)) | x 85 10 5 / - = | x:book 85:book 10:book 5:money /:book -:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 845 | x=((85*10)-5) | x 85 10 * 5 - = | x:dollar 85:money 10:dollar *:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 855 | x=((85*10)+5) | x 85 10 * 5 + = | x:dollar 85:money 10:dollar *:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 855 | x=((85*10)+5) | x 85 10 * 5 + = | x:dollar 85:book 10:dollar *:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 1275 | x=(85*(10+5)) | x 85 10 5 + * = | x:money 85:book 10:money 5:money +:money *:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 425 | x=(85*(10-5)) | x 85 10 5 - * = | x:dollar 85:dollar 10:money 5:money -:money *:dollar =:dollar
EXPR: 1 | POS | INT | 30 | 35 | 35 | x=(85-(10*5)) | x 85 10 5 * - = | x:dollar 85:dollar 10:dollar 5:money *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 845 | x=((85*10)-5) | x 85 10 * 5 - = | x:dollar 85:book 10:dollar *:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 800 | x=(10*(85-5)) | x 10 85 5 - * = | x:money 10:book 85:money 5:money -:money *:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 900 | x=(10*(85+5)) | x 10 85 5 + * = | x:money 10:book 85:money 5:money +:money *:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 19 | x=((85+10)/5) | x 85 10 + 5 / = | x:dollar 85:dollar 10:dollar +:dollar 5:money /:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=(10*(85/5)) | x 10 85 5 / * = | x:book 10:book 85:dollar 5:book /:dollar *:book =:book
EXPR: 1 | POS | INT | 30 | 35 | 35 | x=(85-(10*5)) | x 85 10 5 * - = | x:book 85:book 10:book 5:money *:book -:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 800 | x=((85-5)*10) | x 85 5 - 10 * = | x:dollar 85:dollar 5:dollar -:dollar 10:money *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 35 | 80 | x=((85-10)+5) | x 85 10 - 5 + = | x:book 85:book 10:book -:book 5:book +:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=((85*10)/5) | x 85 10 * 5 / = | x:money 85:book 10:money *:money 5:book /:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=((85/5)*10) | x 85 5 / 10 * = | x:book 85:dollar 5:book /:dollar 10:book *:book =:book
EXPR: 0 | POS | INT | 30 | 35 | 170 | x=((85/5)*10) | x 85 5 / 10 * = | x:money 85:dollar 5:book /:dollar 10:money *:money =:money
EXPR: 0 | POS | INT | 30 | 35 | 375 | x=((85-10)*5) | x 85 10 - 5 * = | x:book 85:book 10:book -:book 5:money *:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 170 | x=((85*10)/5) | x 85 10 * 5 / = | x:book 85:money 10:book *:book 5:money /:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 375 | x=((85-10)*5) | x 85 10 - 5 * = | x:dollar 85:dollar 10:dollar -:dollar 5:book *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 35 | 170 | x=((85*10)/5) | x 85 10 * 5 / = | x:book 85:book 10:dollar *:book 5:dollar /:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 70 | x=((85-5)-10) | x 85 5 - 10 - = | x:dollar 85:dollar 5:dollar -:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 35 | 170 | x=(10*(85/5)) | x 10 85 5 / * = | x:money 10:money 85:dollar 5:money /:dollar *:money =:money
EXPR: 0 | POS | INT | 31 | 35 | 19 | x=((85+10)/5) | x 85 10 + 5 / = | x:book 85:book 10:book +:book 5:money /:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 90 | x=((85-5)+10) | x 85 5 - 10 + = | x:dollar 85:dollar 5:dollar -:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 35 | 19 | x=((85+10)/5) | x 85 10 + 5 / = | x:dollar 85:dollar 10:dollar +:dollar 5:book /:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 35 | 170 | x=(10*(85/5)) | x 10 85 5 / * = | x:money 10:money 85:book 5:dollar /:book *:money =:money
EXPR: 0 | POS | INT | 31 | 35 | 1275 | x=(85*(10+5)) | x 85 10 5 + * = | x:book 85:money 10:book 5:book +:book *:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 475 | x=((85+10)*5) | x 85 10 + 5 * = | x:book 85:dollar 10:dollar +:dollar 5:book *:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 475 | x=((85+10)*5) | x 85 10 + 5 * = | x:dollar 85:dollar 10:dollar +:dollar 5:money *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 35 | 90 | x=(10+(85-5)) | x 10 85 5 - + = | x:dollar 10:dollar 85:dollar 5:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 35 | 425 | x=(85*(10-5)) | x 85 10 5 - * = | x:book 85:money 10:book 5:book -:book *:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 475 | x=((85+10)*5) | x 85 10 + 5 * = | x:book 85:book 10:book +:book 5:money *:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 100 | x=((85+10)+5) | x 85 10 + 5 + = | x:book 85:book 10:book +:book 5:book +:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 170 | x=((85/5)*10) | x 85 5 / 10 * = | x:money 85:dollar 5:book /:dollar 10:money *:money =:money
EXPR: 0 | POS | INT | 31 | 35 | 375 | x=((85-10)*5) | x 85 10 - 5 * = | x:book 85:book 10:book -:book 5:money *:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 90 | x=((85+10)-5) | x 85 10 + 5 - = | x:book 85:book 10:book +:book 5:book -:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 100 | x=(10+(85+5)) | x 10 85 5 + + = | x:dollar 10:dollar 85:dollar 5:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 35 | 435 | x=((85*5)+10) | x 85 5 * 10 + = | x:book 85:dollar 5:book *:book 10:book +:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 415 | x=((85*5)-10) | x 85 5 * 10 - = | x:book 85:dollar 5:book *:book 10:book -:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 135 | x=(85+(10*5)) | x 85 10 5 * + = | x:money 85:money 10:dollar 5:money *:money +:money =:money
EXPR: 0 | POS | INT | 31 | 35 | 435 | x=(10+(85*5)) | x 10 85 5 * + = | x:money 10:money 85:dollar 5:money *:money +:money =:money
EXPR: 0 | POS | INT | 31 | 35 | 170 | x=((85*10)/5) | x 85 10 * 5 / = | x:money 85:money 10:dollar *:money 5:book /:money =:money
EXPR: 0 | POS | INT | 31 | 35 | 170 | x=(85*(10/5)) | x 85 10 5 / * = | x:money 85:money 10:dollar 5:money /:dollar *:money =:money
EXPR: 0 | POS | INT | 31 | 35 | 475 | x=((85+10)*5) | x 85 10 + 5 * = | x:dollar 85:dollar 10:dollar +:dollar 5:book *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 35 | 375 | x=((85-10)*5) | x 85 10 - 5 * = | x:book 85:dollar 10:dollar -:dollar 5:book *:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 900 | x=((85+5)*10) | x 85 5 + 10 * = | x:dollar 85:dollar 5:dollar +:dollar 10:money *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 35 | 435 | x=((85*5)+10) | x 85 5 * 10 + = | x:money 85:dollar 5:money *:money 10:money +:money =:money
EXPR: 0 | POS | INT | 31 | 35 | 15 | x=((85-10)/5) | x 85 10 - 5 / = | x:book 85:book 10:book -:book 5:money /:book =:book
EXPR: 0 | POS | INT | 31 | 35 | 170 | x=((85/5)*10) | x 85 5 / 10 * = | x:money 85:money 5:book /:money 10:book *:money =:money
EXPR: 0 | POS | INT | 31 | 35 | 15 | x=((85-10)/5) | x 85 10 - 5 / = | x:dollar 85:dollar 10:dollar -:dollar 5:money /:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 35 | 170 | x=(85*(10/5)) | x 85 10 5 / * = | x:money 85:money 10:dollar 5:book /:dollar *:money =:money
EXPR: 0 | POS | INT | 31 | 35 | 435 | x=((85*5)+10) | x 85 5 * 10 + = | x:money 85:money 5:dollar *:money 10:money +:money =:money
EXPR: 0 | POS | INT | 31 | 35 | 170 | x=((85/5)*10) | x 85 5 / 10 * = | x:money 85:money 5:dollar /:money 10:dollar *:money =:money
NET 461 non-negative, integer-valued solutions found out of 1000 total solutions
