parameters: n=7 l=3 k=1 p=5 q=3 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 9 | 42 | x=((21/4)*8) | x 21 4 / 8 * = | x:berry 21:berry 4:strawberry /:berry 8:blueberry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | (x*(4/21))=8 | x 4 21 / * 8 = | x:berry 4:strawberry 21:berry /:strawberry *:strawberry 8:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 672 | (x/(21*4))=8 | x 21 4 * / 8 = | x:blueberry 21:blueberry 4:strawberry *:strawberry /:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 11 | 4=((21+x)/8) | 4 21 x + 8 / = | 4:berry 21:berry x:berry +:berry 8:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | (x*(4/21))=8 | x 4 21 / * 8 = | x:berry 4:blueberry 21:berry /:blueberry *:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 52 | (21-(x/4))=8 | 21 x 4 / - 8 = | 21:berry x:berry 4:blueberry /:berry -:berry 8:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((x/21)*4)=8 | x 21 / 4 * 8 = | x:strawberry 21:berry /:strawberry 4:blueberry *:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 136 | (x/(21-4))=8 | x 21 4 - / 8 = | x:berry 21:strawberry 4:strawberry -:strawberry /:berry 8:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 200 | (x/(21+4))=8 | x 21 4 + / 8 = | x:berry 21:strawberry 4:strawberry +:strawberry /:berry 8:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 19 | (4*(21-x))=8 | 4 21 x - * 8 = | 4:strawberry 21:berry x:berry -:berry *:berry 8:berry =:berry
EXPR: 1 | POS | INT | 22 | 9 | 9 | (21-(4+x))=8 | 21 4 x + - 8 = | 21:berry 4:berry x:berry +:berry -:berry 8:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 52 | 21=((x/4)+8) | 21 x 4 / 8 + = | 21:berry x:berry 4:blueberry /:berry 8:berry +:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 17 | (21+(4-x))=8 | 21 4 x - + 8 = | 21:berry 4:berry x:berry -:berry +:berry 8:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 4=(21*(8/x)) | 4 21 8 x / * = | 4:blueberry 21:berry 8:blueberry x:berry /:blueberry *:blueberry =:blueberry
EXPR: 0 | POS | INT | 25 | 9 | 136 | x=(8*(21-4)) | x 8 21 4 - * = | x:berry 8:blueberry 21:berry 4:berry -:berry *:berry =:berry
EXPR: 0 | POS | INT | 25 | 9 | 92 | x=(8+(21*4)) | x 8 21 4 * + = | x:berry 8:berry 21:berry 4:strawberry *:berry +:berry =:berry
EXPR: 0 | POS | INT | 25 | 9 | 42 | x=(8*(21/4)) | x 8 21 4 / * = | x:berry 8:blueberry 21:berry 4:blueberry /:berry *:berry =:berry
EXPR: 0 | POS | INT | 25 | 9 | 42 | x=(8*(21/4)) | x 8 21 4 / * = | x:berry 8:strawberry 21:berry 4:strawberry /:berry *:berry =:berry
EXPR: 0 | POS | INT | 25 | 9 | 200 | x=(8*(21+4)) | x 8 21 4 + * = | x:berry 8:blueberry 21:berry 4:berry +:berry *:berry =:berry
EXPR: 0 | POS | INT | 25 | 9 | 42 | x=((8/4)*21) | x 8 4 / 21 * = | x:berry 8:blueberry 4:strawberry /:blueberry 21:berry *:berry =:berry
EXPR: 0 | POS | INT | 26 | 9 | 92 | x=(8+(21*4)) | x 8 21 4 * + = | x:berry 8:berry 21:berry 4:strawberry *:berry +:berry =:berry
EXPR: 0 | POS | INT | 26 | 9 | 136 | x=(8*(21-4)) | x 8 21 4 - * = | x:berry 8:blueberry 21:berry 4:berry -:berry *:berry =:berry
EXPR: 0 | POS | INT | 26 | 9 | 42 | x=(8*(21/4)) | x 8 21 4 / * = | x:berry 8:blueberry 21:berry 4:blueberry /:berry *:berry =:berry
EXPR: 0 | POS | INT | 26 | 9 | 42 | x=(8*(21/4)) | x 8 21 4 / * = | x:berry 8:strawberry 21:berry 4:strawberry /:berry *:berry =:berry
EXPR: 0 | POS | INT | 26 | 9 | 200 | x=(8*(21+4)) | x 8 21 4 + * = | x:berry 8:blueberry 21:berry 4:berry +:berry *:berry =:berry
EXPR: 0 | POS | INT | 27 | 9 | 19 | 8=((21-x)*4) | 8 21 x - 4 * = | 8:berry 21:berry x:berry -:berry 4:strawberry *:berry =:berry
EXPR: 0 | POS | INT | 27 | 9 | 23 | 8=((x-21)*4) | 8 x 21 - 4 * = | 8:berry x:berry 21:berry -:berry 4:strawberry *:berry =:berry
EXPR: 0 | POS | INT | 27 | 9 | 11 | 8=((x+21)/4) | 8 x 21 + 4 / = | 8:berry x:berry 21:berry +:berry 4:strawberry /:berry =:berry
EXPR: 0 | POS | INT | 27 | 9 | 53 | 8=((x-21)/4) | 8 x 21 - 4 / = | 8:berry x:berry 21:berry -:berry 4:strawberry /:berry =:berry
NET 334 non-negative, integer-valued solutions found out of 1000 total solutions
