parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 55 | 8 | (((9+7)/10)*5)=x | 9 7 + 10 / 5 * x = | 9:package 7:package +:package 10:can /:package 5:can *:can x:can =:can
EXPR: 0 | POS | INT | 34 | 55 | 387 | x=(((10*5)-7)*9) | x 10 5 * 7 - 9 * = | x:can 10:can 5:package *:can 7:can -:can 9:package *:can =:can
EXPR: 0 | POS | INT | 34 | 55 | 513 | x=(((10*5)+7)*9) | x 10 5 * 7 + 9 * = | x:can 10:can 5:package *:can 7:can +:can 9:package *:can =:can
EXPR: 0 | POS | INT | 34 | 55 | 6 | 9=(((10-7)*5)-x) | 9 10 7 - 5 * x - = | 9:can 10:can 7:can -:can 5:package *:can x:can -:can =:can
EXPR: 0 | POS | INT | 34 | 55 | 17 | x=((10+5)-(7-9)) | x 10 5 + 7 9 - - = | x:can 10:can 5:can +:can 7:can 9:can -:can -:can =:can
EXPR: 0 | POS | INT | 34 | 55 | 52 | x=((10*5)-(7-9)) | x 10 5 * 7 9 - - = | x:package 10:can 5:package *:package 7:package 9:package -:package -:package =:package
EXPR: 0 | POS | INT | 34 | 55 | 11 | 7=(((9*10)/5)-x) | 7 9 10 * 5 / x - = | 7:package 9:can 10:package *:package 5:can /:package x:package -:package =:package
EXPR: 0 | POS | INT | 34 | 55 | 92 | (7+(9*10))=(x+5) | 7 9 10 * + x 5 + = | 7:package 9:package 10:can *:package +:package x:package 5:package +:package =:package
EXPR: 0 | POS | INT | 34 | 55 | 30 | x=(((7-9)+5)*10) | x 7 9 - 5 + 10 * = | x:can 7:can 9:can -:can 5:can +:can 10:package *:can =:can
EXPR: 0 | POS | INT | 34 | 55 | 48 | x=(((10*5)+7)-9) | x 10 5 * 7 + 9 - = | x:package 10:package 5:can *:package 7:package +:package 9:package -:package =:package
EXPR: 0 | POS | INT | 34 | 55 | 34 | x=(((10*5)-7)-9) | x 10 5 * 7 - 9 - = | x:package 10:package 5:can *:package 7:package -:package 9:package -:package =:package
EXPR: 0 | POS | INT | 35 | 55 | 17 | ((9+(10+5))-7)=x | 9 10 5 + + 7 - x = | 9:package 10:package 5:package +:package +:package 7:package -:package x:package =:package
EXPR: 0 | POS | INT | 35 | 55 | 31 | ((9+5)+(7+10))=x | 9 5 + 7 10 + + x = | 9:package 5:package +:package 7:package 10:package +:package +:package x:package =:package
EXPR: 0 | POS | INT | 35 | 55 | 13 | ((7+10)-(9-5))=x | 7 10 + 9 5 - - x = | 7:package 10:package +:package 9:package 5:package -:package -:package x:package =:package
EXPR: 0 | POS | INT | 35 | 55 | 17 | x=((10+5)-(7-9)) | x 10 5 + 7 9 - - = | x:can 10:can 5:can +:can 7:can 9:can -:can -:can =:can
EXPR: 0 | POS | INT | 35 | 55 | 155 | x=((10*(9+7))-5) | x 10 9 7 + * 5 - = | x:can 10:package 9:can 7:can +:can *:can 5:can -:can =:can
EXPR: 0 | POS | INT | 35 | 55 | 13 | (((7+10)-9)+5)=x | 7 10 + 9 - 5 + x = | 7:package 10:package +:package 9:package -:package 5:package +:package x:package =:package
EXPR: 0 | POS | INT | 35 | 55 | 395 | (((7*10)+9)*5)=x | 7 10 * 9 + 5 * x = | 7:package 10:can *:can 9:can +:can 5:package *:package x:package =:package
EXPR: 0 | POS | INT | 35 | 55 | 30 | x=(((7-9)+5)*10) | x 7 9 - 5 + 10 * = | x:can 7:can 9:can -:can 5:can +:can 10:package *:can =:can
EXPR: 0 | POS | INT | 35 | 55 | 21 | ((10+(9+7))-5)=x | 10 9 7 + + 5 - x = | 10:package 9:package 7:package +:package +:package 5:package -:package x:package =:package
EXPR: 0 | POS | INT | 36 | 55 | 17 | ((9+(10+5))-7)=x | 9 10 5 + + 7 - x = | 9:package 10:package 5:package +:package +:package 7:package -:package x:package =:package
EXPR: 0 | POS | INT | 36 | 55 | 13 | ((7+10)-(9-5))=x | 7 10 + 9 5 - - x = | 7:package 10:package +:package 9:package 5:package -:package -:package x:package =:package
EXPR: 0 | POS | INT | 36 | 55 | 126 | (7*(9/x))=(5/10) | 7 9 x / * 5 10 / = | 7:can 9:package x:can /:package *:package 5:package 10:can /:package =:package
NET 326 non-negative, integer-valued solutions found out of 1000 total solutions
