parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 3120 | 18903 | x=((2*7341)+4221) | x 2 7341 * 4221 + = | x:cell 2:sample 7341:cell *:cell 4221:cell +:cell =:cell
EXPR: 0 | POS | INT | 15 | 3120 | 30971679 | x=(7341*(4221-2)) | x 7341 4221 2 - * = | x:cell 7341:cell 4221:sample 2:sample -:sample *:cell =:cell
EXPR: 0 | POS | INT | 15 | 3120 | 3122 | x=(7341-(4221-2)) | x 7341 4221 2 - - = | x:cell 7341:cell 4221:cell 2:cell -:cell -:cell =:cell
EXPR: 0 | POS | INT | 15 | 3120 | 11560 | x=(7341+(4221-2)) | x 7341 4221 2 - + = | x:cell 7341:cell 4221:cell 2:cell -:cell +:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 3122 | ((7341-4221)+2)=x | 7341 4221 - 2 + x = | 7341:cell 4221:cell -:cell 2:cell +:cell x:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 11560 | ((7341+4221)-2)=x | 7341 4221 + 2 - x = | 7341:cell 4221:cell +:cell 2:cell -:cell x:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 30971679 | ((4221-2)*7341)=x | 4221 2 - 7341 * x = | 4221:sample 2:sample -:sample 7341:cell *:cell x:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 3118 | ((7341-4221)-2)=x | 7341 4221 - 2 - x = | 7341:cell 4221:cell -:cell 2:cell -:cell x:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 30994803 | x=(4221*(2+7341)) | x 4221 2 7341 + * = | x:cell 4221:cell 2:sample 7341:sample +:sample *:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 11560 | (7341+(4221-2))=x | 7341 4221 2 - + x = | 7341:cell 4221:cell 2:cell -:cell +:cell x:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 30971679 | (7341*(4221-2))=x | 7341 4221 2 - * x = | 7341:cell 4221:sample 2:sample -:sample *:cell x:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 11564 | ((7341+4221)+2)=x | 7341 4221 + 2 + x = | 7341:cell 4221:cell +:cell 2:cell +:cell x:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 3122 | (7341-(4221-2))=x | 7341 4221 2 - - x = | 7341:cell 4221:cell 2:cell -:cell -:cell x:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 11564 | x=(4221+(2+7341)) | x 4221 2 7341 + + = | x:cell 4221:cell 2:cell 7341:cell +:cell +:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 23124 | x=((7341+4221)*2) | x 7341 4221 + 2 * = | x:sample 7341:cell 4221:cell +:cell 2:sample *:sample =:sample
EXPR: 0 | POS | INT | 16 | 3120 | 11560 | x=((7341+4221)-2) | x 7341 4221 + 2 - = | x:cell 7341:cell 4221:cell +:cell 2:cell -:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 11564 | x=((7341+4221)+2) | x 7341 4221 + 2 + = | x:cell 7341:cell 4221:cell +:cell 2:cell +:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 11560 | ((4221-2)+7341)=x | 4221 2 - 7341 + x = | 4221:cell 2:cell -:cell 7341:cell +:cell x:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 23124 | ((7341+4221)*2)=x | 7341 4221 + 2 * x = | 7341:cell 4221:cell +:cell 2:sample *:sample x:sample =:sample
EXPR: 0 | POS | INT | 16 | 3120 | 6240 | ((7341-4221)*2)=x | 7341 4221 - 2 * x = | 7341:cell 4221:cell -:cell 2:sample *:sample x:sample =:sample
EXPR: 0 | POS | INT | 16 | 3120 | 11560 | (4221-(2-7341))=x | 4221 2 7341 - - x = | 4221:cell 2:cell 7341:cell -:cell -:cell x:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 11564 | (4221+(2+7341))=x | 4221 2 7341 + + x = | 4221:cell 2:cell 7341:cell +:cell +:cell x:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 30994803 | (4221*(2+7341))=x | 4221 2 7341 + * x = | 4221:cell 2:sample 7341:sample +:sample *:cell x:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 3122 | x=((7341-4221)+2) | x 7341 4221 - 2 + = | x:cell 7341:cell 4221:cell -:cell 2:cell +:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 3118 | x=((7341-4221)-2) | x 7341 4221 - 2 - = | x:cell 7341:cell 4221:cell -:cell 2:cell -:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 30971679 | x=((4221-2)*7341) | x 4221 2 - 7341 * = | x:cell 4221:sample 2:sample -:sample 7341:cell *:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 30971679 | x=(7341*(4221-2)) | x 7341 4221 2 - * = | x:cell 7341:cell 4221:sample 2:sample -:sample *:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 11560 | x=((4221-2)+7341) | x 4221 2 - 7341 + = | x:cell 4221:cell 2:cell -:cell 7341:cell +:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 6240 | x=((7341-4221)*2) | x 7341 4221 - 2 * = | x:sample 7341:cell 4221:cell -:cell 2:sample *:sample =:sample
EXPR: 0 | POS | INT | 16 | 3120 | 11560 | x=(4221-(2-7341)) | x 4221 2 7341 - - = | x:cell 4221:cell 2:cell 7341:cell -:cell -:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 11560 | x=(7341+(4221-2)) | x 7341 4221 2 - + = | x:cell 7341:cell 4221:cell 2:cell -:cell +:cell =:cell
EXPR: 0 | POS | INT | 16 | 3120 | 3122 | x=(7341-(4221-2)) | x 7341 4221 2 - - = | x:cell 7341:cell 4221:cell 2:cell -:cell -:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 3118 | ((7341-x)-4221)=2 | 7341 x - 4221 - 2 = | 7341:cell x:cell -:cell 4221:cell -:cell 2:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 11560 | ((7341-x)+4221)=2 | 7341 x - 4221 + 2 = | 7341:cell x:cell -:cell 4221:cell +:cell 2:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 11560 | (x-(4221-2))=7341 | x 4221 2 - - 7341 = | x:cell 4221:cell 2:cell -:cell -:cell 7341:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 3122 | (x+(4221-2))=7341 | x 4221 2 - + 7341 = | x:cell 4221:cell 2:cell -:cell +:cell 7341:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 3118 | ((7341-4221)-x)=2 | 7341 4221 - x - 2 = | 7341:cell 4221:cell -:cell x:cell -:cell 2:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 3122 | ((x-7341)+4221)=2 | x 7341 - 4221 + 2 = | x:cell 7341:cell -:cell 4221:cell +:cell 2:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 11560 | ((x-4221)+2)=7341 | x 4221 - 2 + 7341 = | x:cell 4221:cell -:cell 2:cell +:cell 7341:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 3122 | ((4221-2)+x)=7341 | 4221 2 - x + 7341 = | 4221:cell 2:cell -:cell x:cell +:cell 7341:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 3122 | (x-(7341-4221))=2 | x 7341 4221 - - 2 = | x:cell 7341:cell 4221:cell -:cell -:cell 2:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 11560 | ((7341+4221)-x)=2 | 7341 4221 + x - 2 = | 7341:cell 4221:cell +:cell x:cell -:cell 2:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 1560 | (7341-4221)=(2*x) | 7341 4221 - 2 x * = | 7341:cell 4221:cell -:cell 2:sample x:cell *:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 3122 | ((4221+x)-2)=7341 | 4221 x + 2 - 7341 = | 4221:cell x:cell +:cell 2:cell -:cell 7341:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 18903 | (x-4221)=(2*7341) | x 4221 - 2 7341 * = | x:cell 4221:cell -:cell 2:sample 7341:cell *:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 3118 | ((4221+x)+2)=7341 | 4221 x + 2 + 7341 = | 4221:cell x:cell +:cell 2:cell +:cell 7341:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 10461 | (x+4221)=(2*7341) | x 4221 + 2 7341 * = | x:cell 4221:cell +:cell 2:sample 7341:cell *:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 23124 | (x/(7341+4221))=2 | x 7341 4221 + / 2 = | x:sample 7341:cell 4221:cell +:cell /:sample 2:sample =:sample
EXPR: 0 | POS | INT | 17 | 3120 | 6240 | (x/(7341-4221))=2 | x 7341 4221 - / 2 = | x:sample 7341:cell 4221:cell -:cell /:sample 2:sample =:sample
EXPR: 0 | POS | INT | 17 | 3120 | 11564 | (x-(7341+4221))=2 | x 7341 4221 + - 2 = | x:cell 7341:cell 4221:cell +:cell -:cell 2:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 11560 | x=(4221+(7341-2)) | x 4221 7341 2 - + = | x:cell 4221:cell 7341:cell 2:cell -:cell +:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 10461 | (4221+x)=(2*7341) | 4221 x + 2 7341 * = | 4221:cell x:cell +:cell 2:sample 7341:cell *:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 11564 | ((x-7341)-4221)=2 | x 7341 - 4221 - 2 = | x:cell 7341:cell -:cell 4221:cell -:cell 2:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 3118 | (4221+(2+x))=7341 | 4221 2 x + + 7341 = | 4221:cell 2:cell x:cell +:cell +:cell 7341:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 11560 | 7341=(x-(4221-2)) | 7341 x 4221 2 - - = | 7341:cell x:cell 4221:cell 2:cell -:cell -:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 3122 | 7341=(x+(4221-2)) | 7341 x 4221 2 - + = | 7341:cell x:cell 4221:cell 2:cell -:cell +:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 30994803.0000001 | 4221=(x/(2+7341)) | 4221 x 2 7341 + / = | 4221:cell x:cell 2:sample 7341:sample +:sample /:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 3122 | (4221-(2-x))=7341 | 4221 2 x - - 7341 = | 4221:cell 2:cell x:cell -:cell -:cell 7341:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 30971679 | 7341=(x/(4221-2)) | 7341 x 4221 2 - / = | 7341:cell x:cell 4221:sample 2:sample -:sample /:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 11564 | 4221=(x-(2+7341)) | 4221 x 2 7341 + - = | 4221:cell x:cell 2:cell 7341:cell +:cell -:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 30977919 | x=(4221*(7341-2)) | x 4221 7341 2 - * = | x:cell 4221:cell 7341:sample 2:sample -:sample *:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 11560 | 4221=(x+(2-7341)) | 4221 x 2 7341 - + = | 4221:cell x:cell 2:cell 7341:cell -:cell +:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 3122 | 7341=(4221+(x-2)) | 7341 4221 x 2 - + = | 7341:cell 4221:cell x:cell 2:cell -:cell +:cell =:cell
EXPR: 0 | POS | INT | 17 | 3120 | 11560 | 4221=(2+(x-7341)) | 4221 2 x 7341 - + = | 4221:cell 2:cell x:cell 7341:cell -:cell +:cell =:cell
NET 363 non-negative, integer-valued solutions found out of 1000 total solutions
