parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 16 | 10 | ((4+9)-3)=x | 4 9 + 3 - x = | 4:plum 9:plum +:plum 3:plum -:plum x:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 12 | x=(4*(9/3)) | x 4 9 3 / * = | x:plum 4:plum 9:NONE 3:plum /:NONE *:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 12 | (4*(9/3))=x | 4 9 3 / * x = | 4:plum 9:NONE 3:plum /:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 24 | x=(4*(9-3)) | x 4 9 3 - * = | x:NONE 4:NONE 9:plum 3:plum -:plum *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 7 | (4+(9/3))=x | 4 9 3 / + x = | 4:plum 9:plum 3:NONE /:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 31 | (4+(9*3))=x | 4 9 3 * + x = | 4:plum 9:NONE 3:plum *:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 12 | (4*(9/3))=x | 4 9 3 / * x = | 4:plum 9:NONE 3:plum /:NONE *:plum x:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 1 | x=(4-(9/3)) | x 4 9 3 / - = | x:plum 4:plum 9:plum 3:NONE /:plum -:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 1 | (4-(9/3))=x | 4 9 3 / - x = | 4:plum 9:plum 3:NONE /:plum -:plum x:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 12 | ((4*9)/3)=x | 4 9 * 3 / x = | 4:plum 9:NONE *:NONE 3:plum /:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 31 | x=(4+(9*3)) | x 4 9 3 * + = | x:plum 4:plum 9:plum 3:NONE *:plum +:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 7 | x=(4+(9/3)) | x 4 9 3 / + = | x:plum 4:plum 9:plum 3:NONE /:plum +:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 63 | x=((4+3)*9) | x 4 3 + 9 * = | x:NONE 4:plum 3:plum +:plum 9:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 39 | (x/(4+9))=3 | x 4 9 + / 3 = | x:NONE 4:plum 9:plum +:plum /:NONE 3:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 3 | ((4*3)-9)=x | 4 3 * 9 - x = | 4:plum 3:NONE *:plum 9:plum -:plum x:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 63 | x=(9*(4+3)) | x 9 4 3 + * = | x:NONE 9:NONE 4:plum 3:plum +:plum *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 9 | x=(9*(4-3)) | x 9 4 3 - * = | x:NONE 9:NONE 4:plum 3:plum -:plum *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 3 | x=((4*3)-9) | x 4 3 * 9 - = | x:plum 4:NONE 3:plum *:plum 9:plum -:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 9 | (9/(4-3))=x | 9 4 3 - / x = | 9:NONE 4:plum 3:plum -:plum /:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 12 | (9*(4/3))=x | 9 4 3 / * x = | 9:plum 4:NONE 3:plum /:NONE *:plum x:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 12 | (4*(9/x))=3 | 4 9 x / * 3 = | 4:NONE 9:plum x:NONE /:plum *:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 21 | ((4*3)+9)=x | 4 3 * 9 + x = | 4:NONE 3:plum *:plum 9:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 3 | ((4*3)-9)=x | 4 3 * 9 - x = | 4:NONE 3:plum *:plum 9:plum -:plum x:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 108 | (x/(4*9))=3 | x 4 9 * / 3 = | x:plum 4:plum 9:NONE *:NONE /:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 63 | x=(9*(4+3)) | x 9 4 3 + * = | x:plum 9:NONE 4:plum 3:plum +:plum *:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 9 | x=(9*(4-3)) | x 9 4 3 - * = | x:plum 9:NONE 4:plum 3:plum -:plum *:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 12 | 4=((x/9)*3) | 4 x 9 / 3 * = | 4:NONE x:NONE 9:plum /:NONE 3:plum *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 9 | x=(9/(4-3)) | x 9 4 3 - / = | x:NONE 9:NONE 4:plum 3:plum -:plum /:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 108 | (x/(4*9))=3 | x 4 9 * / 3 = | x:plum 4:NONE 9:plum *:NONE /:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 12 | x=((4/3)*9) | x 4 3 / 9 * = | x:NONE 4:NONE 3:plum /:NONE 9:plum *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 9 | (4-(x/9))=3 | 4 x 9 / - 3 = | 4:plum x:plum 9:NONE /:plum -:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 39 | (x-(4*9))=3 | x 4 9 * - 3 = | x:plum 4:NONE 9:plum *:plum -:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 1 | 4=(x+(9/3)) | 4 x 9 3 / + = | 4:plum x:plum 9:plum 3:NONE /:plum +:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 33 | ((4*9)-x)=3 | 4 9 * x - 3 = | 4:plum 9:NONE *:plum x:plum -:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 48 | 4=(x/(9+3)) | 4 x 9 3 + / = | 4:NONE x:NONE 9:plum 3:plum +:plum /:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 24 | 4=(x/(9-3)) | 4 x 9 3 - / = | 4:NONE x:NONE 9:plum 3:plum -:plum /:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 39 | (x-(4*9))=3 | x 4 9 * - 3 = | x:plum 4:plum 9:NONE *:plum -:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 12 | ((4/x)*9)=3 | 4 x / 9 * 3 = | 4:plum x:NONE /:plum 9:NONE *:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 63 | x=((4+3)*9) | x 4 3 + 9 * = | x:plum 4:plum 3:plum +:plum 9:NONE *:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 12 | ((4*9)/x)=3 | 4 9 * x / 3 = | 4:plum 9:NONE *:plum x:NONE /:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 3 | (4*x)=(9+3) | 4 x * 9 3 + = | 4:plum x:NONE *:plum 9:plum 3:plum +:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 12 | ((4/3)*9)=x | 4 3 / 9 * x = | 4:NONE 3:plum /:NONE 9:plum *:plum x:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 12 | ((4/3)*9)=x | 4 3 / 9 * x = | 4:NONE 3:plum /:NONE 9:plum *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 9 | 4=((x/9)+3) | 4 x 9 / 3 + = | 4:plum x:plum 9:NONE /:plum 3:plum +:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 21 | x=(9+(4*3)) | x 9 4 3 * + = | x:plum 9:plum 4:NONE 3:plum *:plum +:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 10 | (4+9)=(3+x) | 4 9 + 3 x + = | 4:plum 9:plum +:plum 3:plum x:plum +:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 9 | x=((4-3)*9) | x 4 3 - 9 * = | x:plum 4:plum 3:plum -:plum 9:NONE *:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 8 | (4-9)=(3-x) | 4 9 - 3 x - = | 4:plum 9:plum -:plum 3:plum x:plum -:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 9 | ((4-3)*9)=x | 4 3 - 9 * x = | 4:plum 3:plum -:plum 9:NONE *:plum x:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 63 | 4=((x/9)-3) | 4 x 9 / 3 - = | 4:plum x:plum 9:NONE /:plum 3:plum -:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 63 | ((4+3)*9)=x | 4 3 + 9 * x = | 4:plum 3:plum +:plum 9:NONE *:plum x:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 9 | ((4-3)*9)=x | 4 3 - 9 * x = | 4:plum 3:plum -:plum 9:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 7 | 4=(x-(9/3)) | 4 x 9 3 / - = | 4:plum x:plum 9:plum 3:NONE /:plum -:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 21 | (9+(4*3))=x | 9 4 3 * + x = | 9:plum 4:plum 3:NONE *:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 63 | ((4+3)*9)=x | 4 3 + 9 * x = | 4:plum 3:plum +:plum 9:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 1 | 4=((9/3)+x) | 4 9 3 / x + = | 4:plum 9:plum 3:NONE /:plum x:plum +:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 3 | (x*4)=(9+3) | x 4 * 9 3 + = | x:NONE 4:plum *:plum 9:plum 3:plum +:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 23 | 4=((9*3)-x) | 4 9 3 * x - = | 4:plum 9:plum 3:NONE *:plum x:plum -:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 15 | x=((9-4)*3) | x 9 4 - 3 * = | x:NONE 9:plum 4:plum -:plum 3:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 21 | x=((4*3)+9) | x 4 3 * 9 + = | x:plum 4:NONE 3:plum *:plum 9:plum +:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 23 | ((4+x)/9)=3 | 4 x + 9 / 3 = | 4:plum x:plum +:plum 9:NONE /:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 9 | (9*(4-3))=x | 9 4 3 - * x = | 9:NONE 4:plum 3:plum -:plum *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 63 | (9*(4+3))=x | 9 4 3 + * x = | 9:NONE 4:plum 3:plum +:plum *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 12 | (4*(9/x))=3 | 4 9 x / * 3 = | 4:plum 9:NONE x:plum /:NONE *:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 12 | (9*(4/3))=x | 9 4 3 / * x = | 9:plum 4:NONE 3:plum /:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 9 | x=((4-3)*9) | x 4 3 - 9 * = | x:NONE 4:plum 3:plum -:plum 9:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 16 | 23 | 4=((9*3)-x) | 4 9 3 * x - = | 4:plum 9:NONE 3:plum *:plum x:plum -:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 31 | ((x-4)/9)=3 | x 4 - 9 / 3 = | x:plum 4:plum -:plum 9:NONE /:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 23 | ((x+4)/9)=3 | x 4 + 9 / 3 = | x:plum 4:plum +:plum 9:NONE /:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 21 | (9+(4*3))=x | 9 4 3 * + x = | 9:plum 4:NONE 3:plum *:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 21 | ((4*3)+9)=x | 4 3 * 9 + x = | 4:plum 3:NONE *:plum 9:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 8 | (4+x)=(9+3) | 4 x + 9 3 + = | 4:plum x:plum +:plum 9:plum 3:plum +:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 2 | (4+x)=(9-3) | 4 x + 9 3 - = | 4:plum x:plum +:plum 9:plum 3:plum -:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 12 | x=((4/3)*9) | x 4 3 / 9 * = | x:plum 4:NONE 3:plum /:NONE 9:plum *:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 108 | 4=(x/(9*3)) | 4 x 9 3 * / = | 4:plum x:plum 9:plum 3:NONE *:NONE /:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 108 | 4=(x/(9*3)) | 4 x 9 3 * / = | 4:plum x:plum 9:NONE 3:plum *:NONE /:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 12 | ((4*9)/x)=3 | 4 9 * x / 3 = | 4:NONE 9:plum *:plum x:NONE /:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 31 | 4=(x-(9*3)) | 4 x 9 3 * - = | 4:plum x:plum 9:NONE 3:plum *:plum -:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 33 | ((4*9)-x)=3 | 4 9 * x - 3 = | 4:NONE 9:plum *:plum x:plum -:plum 3:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 15 | x=((9-4)*3) | x 9 4 - 3 * = | x:plum 9:plum 4:plum -:plum 3:NONE *:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 8 | (x+4)=(9+3) | x 4 + 9 3 + = | x:plum 4:plum +:plum 9:plum 3:plum +:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 15 | 4=(9-(x/3)) | 4 9 x 3 / - = | 4:plum 9:plum x:plum 3:NONE /:plum -:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 21 | x=((4*3)+9) | x 4 3 * 9 + = | x:plum 4:plum 3:NONE *:plum 9:plum +:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 3 | x=((4*3)-9) | x 4 3 * 9 - = | x:plum 4:plum 3:NONE *:plum 9:plum -:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 10 | (x-4)=(9-3) | x 4 - 9 3 - = | x:plum 4:plum -:plum 9:plum 3:plum -:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 9 | (9*(4-3))=x | 9 4 3 - * x = | 9:NONE 4:plum 3:plum -:plum *:plum x:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 63 | (9*(4+3))=x | 9 4 3 + * x = | 9:NONE 4:plum 3:plum +:plum *:plum x:plum =:plum
EXPR: 1 | POS | INT | 12 | 16 | 16 | (x-4)=(9+3) | x 4 - 9 3 + = | x:plum 4:plum -:plum 9:plum 3:plum +:plum =:plum
EXPR: 0 | POS | INT | 12 | 16 | 21 | x=(9+(4*3)) | x 9 4 3 * + = | x:plum 9:plum 4:plum 3:NONE *:plum +:plum =:plum
NET 415 non-negative, integer-valued solutions found out of 1000 total solutions
